Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 11/25  13:00:00,278135948.894779,278135948.8947799,142208375.66769344,14315745.365802372,127005275.00452524 
 11/25  14:00:00,304092356.2789264,304092356.2789273,112095114.85625604,14315745.365802372,121983180.10700601 
 11/25  15:00:00,287132103.53097755,287132103.53097844,110257780.37095952,14315745.365802372,120309148.4744998 
 11/25  16:00:00,327414979.73384035,327414979.7338412,139557232.5563421,18305191.025593143,125331243.3720189 
 11/25  17:00:00,358083819.91520274,358083819.9152037,142967347.55283904,27613896.938352972,160131382.9620943 
 11/25  18:00:00,398037467.64924204,398037467.6492396,182102354.96460617,35592787.787870474,204645835.6122203 
 11/25  19:00:00,397860669.6872723,397860669.6872698,223241284.48844773,44901493.93566237,204645835.6122203 
 11/25  20:00:00,318300193.9712702,318300193.9712706,220162892.95159054,51550569.72193773,185571734.18467608 
 11/25  21:00:00,296110072.67078537,296110072.6707863,214528036.50214612,51550569.72193773,178875607.65465096 
 11/25  22:00:00,245868529.9417772,245868529.94177815,145909214.67554444,38252418.149386905,164823601.124626 
 11/25  23:00:00,263783187.38472202,263783187.38472295,142264673.71782067,24954266.576836366,134031278.26953766 
 11/25  24:00:00,265553325.370815,265553325.3708161,81080845.27239819,15645560.66407668,104912987.04695597 
 11/26  01:00:00,212848595.68198374,212848595.68198478,29404584.0,11656115.239317864,79472635.82437395 
 11/26  02:00:00,191668250.61756805,191668250.617569,29404584.0,11656115.239317864,72776509.29434878 
 11/26  03:00:00,176396452.77375588,176396452.77375692,29404584.0,11656115.239317864,69428446.02933633 
 11/26  04:00:00,165196200.54784518,165196200.5478461,29404584.0,11656115.239317864,67754414.39683005 
 11/26  05:00:00,168525240.26674864,168525240.26674962,29404584.0,16975375.727318894,71432354.39683005 
 11/26  06:00:00,195796276.9857101,195796276.98571104,29404584.0,26284081.875110786,87158392.55936149 
 11/26  07:00:00,236561784.07821646,236561784.07821748,228957679.3122254,27613896.938352972,120284500.51693058 
 11/26  08:00:00,270036255.352752,270036255.352753,251670591.5521905,26284081.875110786,146054728.47449982 
 11/26  09:00:00,289630023.11313725,289630023.1131382,252961546.63571605,16975375.727318894,147728760.107006 
 11/26  10:00:00,240701491.73012173,240701491.73012263,222126675.04913872,14315745.365802372,138368971.73951268 
 11/26  11:00:00,156542023.88292187,156542023.88292286,215458142.07234418,14315745.365802372,127005275.00452524 
 11/26  12:00:00,281623220.69677293,281623220.6967739,145970239.31323072,14315745.365802372,128679306.63703147 
 11/26  13:00:00,282344431.156279,282344431.15628,142310493.7774483,14315745.365802372,127005275.00452524 
 11/26  14:00:00,316568890.6547152,316568890.6547161,139677929.8606298,14315745.365802372,121983180.10700601 
 11/26  15:00:00,315898177.2246624,315898177.2246634,110280349.94912142,14315745.365802372,120309148.4744998 
 11/26  16:00:00,282585294.81074154,282585294.81074244,112041468.94205633,18305191.025593143,125331243.3720189 
 11/26  17:00:00,351258221.4195638,351258221.4195646,145770643.95638862,27613896.938352972,160131382.9620943 
 11/26  18:00:00,363299592.2216439,363299592.22164345,209765563.31212038,35592787.787870474,204645835.6122203 
 11/26  19:00:00,293004098.9391485,293004098.93914944,223512066.75751692,44901493.93566237,204645835.6122203 
 11/26  20:00:00,324637507.9588773,324637507.9588783,220266845.42589164,51550569.72193773,185571734.18467608 
 11/26  21:00:00,273382144.94252187,273382144.9425229,183724706.6784304,51550569.72193773,178875607.65465096 
 11/26  22:00:00,245868529.9417772,245868529.94177815,175152553.42630556,38252418.149386905,164823601.124626 
 11/26  23:00:00,259995425.52780062,259995425.52780157,142273030.82228303,24954266.576836366,134031278.26953766 
 11/26  24:00:00,263122374.04317528,263122374.0431763,80991472.74398297,15645560.66407668,104912987.04695597 
 11/27  01:00:00,213794603.01763713,213794603.0176382,29404584.0,11656115.239317864,79472635.82437395 
 11/27  02:00:00,196127610.15714878,196127610.1571498,29404584.0,11656115.239317864,72776509.29434878 
 11/27  03:00:00,180672981.7027888,180672981.70278975,29404584.0,11656115.239317864,69428446.02933633 
 11/27  04:00:00,170659069.57323474,170659069.5732357,29404584.0,11656115.239317864,67754414.39683005 
 11/27  05:00:00,171561685.57354355,171561685.57354456,29404584.0,16975375.727318894,71432354.39683005 
 11/27  06:00:00,192628636.1443658,192628636.1443668,29404584.0,26284081.875110786,87158392.55936149 
 11/27  07:00:00,231426823.3630985,231426823.36309946,203684090.0215619,27613896.938352972,120284500.51693058 
 11/27  08:00:00,257081836.36389473,257081836.3638957,264418311.94231936,26284081.875110786,146293383.9335011 
 11/27  09:00:00,276758396.59635,276758396.59635097,266921696.21855935,18466671.234855436,149227177.34515285 
 11/27  10:00:00,264707394.34926942,264707394.34927037,222184478.562366,15807040.873338813,139867388.97765952 
 11/27  11:00:00,159558957.23119622,159558957.23119724,210535753.43122253,15807040.873338813,128503692.2426721 
 11/27  12:00:00,223265900.740626,223265900.74062693,150683486.33223176,15807040.873338813,130177723.87517832 
 11/27  13:00:00,280389638.9397658,280389638.9397667,142336019.2636877,15590730.651414875,128385990.86668785 
 11/27  14:00:00,279411496.7815894,279411496.78159034,139726578.501684,15807040.873338813,123481597.34515285 
 11/27  15:00:00,305712611.3679348,305712611.36793566,110255329.67084768,15807040.873338813,121807565.71264665 
 11/27  16:00:00,297722716.61501706,297722716.6150179,112073940.9825581,19796486.53312959,126829660.61016576 
 11/27  17:00:00,368717244.33944273,368717244.3394436,143114939.77148527,29105192.44588942,161629800.20024115 
 11/27  18:00:00,406734595.7432073,406734595.7432047,212780537.4073761,35592787.787870474,204884491.0712216 
 11/27  19:00:00,331019723.9344625,331019723.934462,223644281.2991044,44901493.93566237,204645835.6122203 
 11/27  20:00:00,337676073.80051494,337676073.8005159,220393289.69951248,51550569.72193773,185571734.18467608 
 11/27  21:00:00,286149760.2587944,286149760.25879544,183804039.848972,51550569.72193773,178875607.65465096 
 11/27  22:00:00,260394950.54514796,260394950.5451489,175156668.43301302,38252418.149386905,164823601.124626 
 11/27  23:00:00,261869906.02635354,261869906.02635455,142306299.75407833,24954266.576836366,134031278.26953766 
 11/27  24:00:00,264822994.80659163,264822994.80659285,80973339.16560999,15645560.66407668,104912987.04695597 
 11/28  01:00:00,215695379.64193776,215695379.64193878,29404584.0,11656115.239317864,79472635.82437395 
 11/28  02:00:00,196067564.7776885,196067564.77768943,29404584.0,11656115.239317864,72776509.29434878 
 11/28  03:00:00,180827004.96812245,180827004.96812353,29404584.0,11656115.239317864,69428446.02933633 
 11/28  04:00:00,171592093.07512578,171592093.07512674,29404584.0,11656115.239317864,67754414.39683005 
 11/28  05:00:00,172840599.8405105,172840599.8405115,29404584.0,16975375.727318894,71432354.39683005 
 11/28  06:00:00,197677426.4275683,197677426.4275693,29404584.0,26284081.875110786,87158392.55936149 
 11/28  07:00:00,236887190.3501043,236887190.35010543,197512548.01330027,27613896.938352972,120284500.51693058 
 11/28  08:00:00,267604655.33222878,267604655.33222973,271314680.9191253,26284081.875110786,146293383.9335011 
 11/28  09:00:00,289097295.6412631,289097295.64126426,267125779.22790673,18466671.234855436,149227177.34515285 
 11/28  10:00:00,240829336.15473372,240829336.15473473,222315511.7069326,15807040.873338813,139867388.97765952 
 11/28  11:00:00,161034671.37497866,161034671.37497967,206838195.16023105,15807040.873338813,128503692.2426721 
 11/28  12:00:00,283131001.8156178,283131001.81561875,154331762.12058496,15807040.873338813,130177723.87517832 
 11/28  13:00:00,310996133.22938347,310996133.2293843,142380827.45193577,15590730.651414875,128385990.86668785 
 11/28  14:00:00,294904180.50070125,294904180.50070214,139764911.43814796,15807040.873338813,123481597.34515285 
 11/28  15:00:00,322322489.74758947,322322489.7475903,110278188.84323752,15807040.873338813,121807565.71264665 
 11/28  16:00:00,332162046.8367349,332162046.8367359,112100923.4619841,19796486.53312959,126829660.61016576 
 11/28  17:00:00,411546594.1113291,411546594.11132985,143165617.54357025,29105192.44588942,161629800.20024115 
 11/28  18:00:00,408925915.18375415,408925915.18375134,212876271.0596528,35592787.787870474,204884491.0712216 
 11/28  19:00:00,431223306.53508604,431223306.5350823,223794522.60951406,44901493.93566237,204645835.6122203 
 11/28  20:00:00,345135264.35350466,345135264.3535054,220532079.68500754,51550569.72193773,185571734.18467608 
 11/28  21:00:00,297911254.39109993,297911254.39110094,183907222.97629187,51550569.72193773,178875607.65465096 
 11/28  22:00:00,267514735.38065624,267514735.3806572,175258202.59660167,38252418.149386905,164823601.124626 
 11/28  23:00:00,278912292.90122247,278912292.90122336,142359719.1444975,24954266.576836366,134031278.26953766 
 11/28  24:00:00,285967978.3199726,285967978.3199736,80938286.65009433,15645560.66407668,104912987.04695597 
 11/29  01:00:00,228373681.2061404,228373681.2061416,29404584.0,11656115.239317864,79472635.82437395 
 11/29  02:00:00,204180929.64199704,204180929.6419981,29404584.0,11656115.239317864,72776509.29434878 
 11/29  03:00:00,187430806.70947373,187430806.70947468,29404584.0,11656115.239317864,69428446.02933633 
 11/29  04:00:00,176015344.75986803,176015344.75986904,29404584.0,11656115.239317864,67754414.39683005 
 11/29  05:00:00,178829031.27637058,178829031.2763716,29404584.0,16975375.727318894,71432354.39683005 
 11/29  06:00:00,206257826.9676851,206257826.96768612,29404584.0,26284081.875110786,87158392.55936149 
 11/29  07:00:00,243232065.01738998,243232065.01739103,206300634.64300025,27613896.938352972,120284500.51693058 
 11/29  08:00:00,274113660.17137897,274113660.17137986,262448692.37467736,26284081.875110786,146293383.9335011 
 11/29  09:00:00,298587444.29494065,298587444.29494154,267343443.10192105,18466671.234855436,149227177.34515285 
 11/29  10:00:00,180500627.0706399,180500627.07064092,222485401.16287065,15807040.873338813,139867388.97765952 
 11/29  11:00:00,258660794.82695556,258660794.82695642,215770927.24317026,15807040.873338813,128503692.2426721 
 11/29  12:00:00,358599540.3461488,358599540.3461496,146115205.58351642,15807040.873338813,130177723.87517832 
 11/29  13:00:00,363795510.9231572,363795510.92315817,142440371.23675704,15590730.651414875,128385990.86668785 
 11/29  14:00:00,358560937.7454139,358560937.7454147,139796971.79445753,15807040.873338813,123481597.34515285 
 11/29  15:00:00,356943995.9785818,356943995.9785826,110358084.45154572,15807040.873338813,121807565.71264665 
 11/29  16:00:00,365351715.9771589,365351715.9771599,112128696.0945169,19796486.53312959,126829660.61016576 
 11/29  17:00:00,378477676.9149877,378477676.9149885,149586970.4562794,29105192.44588942,161629800.20024115 
 11/29  18:00:00,442086588.28466797,442086588.2846642,206150901.23284712,35592787.787870474,204884491.0712216 
 11/29  19:00:00,400375393.4465204,400375393.44651663,223936262.42536783,44901493.93566237,204645835.6122203 
 11/29  20:00:00,418508361.65447056,418508361.65446895,220661347.10071006,51550569.72193773,185571734.18467608 
 11/29  21:00:00,350245745.96834004,350245745.9683409,203052439.11409327,51550569.72193773,178875607.65465096 
 11/29  22:00:00,262103507.85970443,262103507.85970542,157341209.5632874,38252418.149386905,164823601.124626 
 11/29  23:00:00,306824839.2375243,306824839.23752517,142425719.0035827,24954266.576836366,134031278.26953766 
 11/29  24:00:00,290422045.1660344,290422045.16603535,81225903.20329301,15645560.66407668,104912987.04695597 
 11/30  01:00:00,239485208.1420792,239485208.1420803,29404584.0,11656115.239317864,79472635.82437395 
 11/30  02:00:00,220104268.81681085,220104268.81681192,29404584.0,11656115.239317864,72776509.29434878 
 11/30  03:00:00,201492326.54658142,201492326.5465824,29404584.0,11656115.239317864,69428446.02933633 
 11/30  04:00:00,187886797.36927077,187886797.3692718,29404584.0,11656115.239317864,67754414.39683005 
 11/30  05:00:00,190596856.1093375,190596856.10933858,29404584.0,16975375.727318894,71432354.39683005 
 11/30  06:00:00,213021423.21067756,213021423.21067852,29404584.0,26284081.875110786,87158392.55936149 
 11/30  07:00:00,251218644.92022556,251218644.9202266,222858663.3499313,27613896.938352972,120284500.51693058 
 11/30  08:00:00,283255085.71588415,283255085.7158853,256560735.38514933,26284081.875110786,146293383.9335011 
 11/30  09:00:00,303376051.9837272,303376051.98372805,256600640.2934166,18466671.234855436,149227177.34515285 
 11/30  10:00:00,212814085.27295947,212814085.2729604,222691521.74827933,15807040.873338813,139867388.97765952 
 11/30  11:00:00,196907264.27830452,196907264.27830547,215921631.00424066,15807040.873338813,128503692.2426721 
 11/30  12:00:00,291704805.6473403,291704805.64734113,157931005.2303506,15807040.873338813,130177723.87517832 
 11/30  13:00:00,333522333.4105998,333522333.4106007,145468366.57255682,15590730.651414875,128385990.86668785 
 11/30  14:00:00,314395669.78639007,314395669.78639096,125785327.01164356,15807040.873338813,123481597.34515285 
 11/30  15:00:00,298518463.1724273,298518463.17242825,110383784.76886132,15807040.873338813,121807565.71264665 
 11/30  16:00:00,358668171.2319803,358668171.2319812,139502204.69586584,19796486.53312959,126829660.61016576 
 11/30  17:00:00,384217202.68721247,384217202.6872134,143446176.17523226,29105192.44588942,161629800.20024115 
 11/30  18:00:00,445918355.8044503,445918355.8044463,182552609.69112614,35592787.787870474,204884491.0712216 
 11/30  19:00:00,387152293.806214,387152293.8062104,223956947.92703587,44901493.93566237,204645835.6122203 
 11/30  20:00:00,338079929.46361256,338079929.4636135,220834075.98113725,51550569.72193773,185571734.18467608 
 11/30  21:00:00,290615051.8068894,290615051.80689037,215099426.88753244,51550569.72193773,178875607.65465096 
 11/30  22:00:00,326908842.4535397,326908842.4535407,157034490.25093147,38252418.149386905,164823601.124626 
 11/30  23:00:00,335052684.8507569,335052684.85075784,145451164.44915712,24954266.576836366,134031278.26953766 
 11/30  24:00:00,268124001.95141214,268124001.9514132,68746294.80859953,15645560.66407668,104912987.04695597 
 12/01  01:00:00,214495319.82711515,214495319.8271162,29404584.0,11656115.239317864,79472635.82437395 
 12/01  02:00:00,191881420.7888404,191881420.78884143,29404584.0,11656115.239317864,72776509.29434878 
 12/01  03:00:00,178034160.1964837,178034160.19648474,29404584.0,11656115.239317864,69428446.02933633 
 12/01  04:00:00,167218554.9277737,167218554.9277747,29404584.0,11656115.239317864,67754414.39683005 
 12/01  05:00:00,170092058.8310004,170092058.8310014,29404584.0,16975375.727318894,71432354.39683005 
 12/01  06:00:00,195449621.13502204,195449621.135023,29404584.0,26284081.875110786,87158392.55936149 
 12/01  07:00:00,235915957.734339,235915957.73434004,230915220.21628323,27613896.938352972,120284500.51693058 
 12/01  08:00:00,261166968.37031445,261166968.3703155,272161743.2333405,26284081.875110786,146293383.9335011 
 12/01  09:00:00,278942605.4285831,278942605.428584,234197211.4855121,18466671.234855436,149227177.34515285 
 12/01  10:00:00,290493578.89956236,290493578.89956343,235375492.5152902,15807040.873338813,139867388.97765952 
 12/01  11:00:00,273886400.6282258,273886400.62822676,203399152.16628236,15807040.873338813,128503692.2426721 
 12/01  12:00:00,161263871.45437017,161263871.45437115,175445353.24898005,15807040.873338813,130177723.87517832 
 12/01  13:00:00,195850433.65249467,195850433.65249565,142471762.31342506,15590730.651414875,128385990.86668785 
 12/01  14:00:00,271531497.7684318,271531497.76843274,112266078.04052249,15807040.873338813,123481597.34515285 
 12/01  15:00:00,264463973.53012905,264463973.53013003,110407509.11803332,15807040.873338813,121807565.71264665 
 12/01  16:00:00,264512980.10400268,264512980.10400373,139784535.44420165,19796486.53312959,126829660.61016576 
 12/01  17:00:00,301555191.4504987,301555191.4504997,143266854.62448087,29105192.44588942,161629800.20024115 
 12/01  18:00:00,298207266.5929403,298207266.5929409,186032733.54142416,35592787.787870474,204884491.0712216 
 12/01  19:00:00,339124871.2083136,339124871.2083123,247845547.586268,44901493.93566237,204645835.6122203 
 12/01  20:00:00,291312673.9205018,291312673.9205028,218312051.6637259,51550569.72193773,185571734.18467608 
 12/01  21:00:00,273382144.94252187,273382144.9425229,191679077.9850558,51550569.72193773,178875607.65465096 
 12/01  22:00:00,356745946.271907,356745946.2719081,175433850.58743978,38252418.149386905,164823601.124626 
 12/01  23:00:00,286997087.7812162,286997087.7812172,142473548.47656494,24954266.576836366,134031278.26953766 
 12/01  24:00:00,232789589.81773746,232789589.81773838,81055219.76844639,15645560.66407668,104912987.04695597 
 12/02  01:00:00,184658249.71633595,184658249.7163369,29404584.0,11656115.239317864,79472635.82437395 
 12/02  02:00:00,164729748.11090517,164729748.11090615,29404584.0,11656115.239317864,72776509.29434878 
 12/02  03:00:00,153931815.77983478,153931815.7798357,29404584.0,11656115.239317864,69428446.02933633 
 12/02  04:00:00,146585139.09838983,146585139.09839082,29404584.0,11656115.239317864,67754414.39683005 
 12/02  05:00:00,151962529.7843029,151962529.7843038,29404584.0,16975375.727318894,71432354.39683005 
 12/02  06:00:00,177521156.04746416,177521156.04746512,29404584.0,26284081.875110786,87158392.55936149 
 12/02  07:00:00,216551241.464815,216551241.46481597,199896432.46233147,27613896.938352972,120284500.51693058 
 12/02  08:00:00,231706400.86467826,231706400.86467925,270368187.9920851,26284081.875110786,146054728.47449982 
 12/02  09:00:00,247399203.83629766,247399203.8362988,267959320.65041006,16975375.727318894,147728760.107006 
 12/02  10:00:00,263782688.70304483,263782688.7030458,222898560.74530634,14315745.365802372,138368971.73951268 
 12/02  11:00:00,221544568.3128531,221544568.31285405,216126179.42545208,14315745.365802372,127005275.00452524 
 12/02  12:00:00,158246449.21108654,158246449.21108755,146293075.40411085,14315745.365802372,128679306.63703147 
 12/02  13:00:00,213769447.38504845,213769447.3850494,142585882.78584796,14315745.365802372,127005275.00452524 
 12/02  14:00:00,263258140.5109646,263258140.51096562,139907501.29710194,14315745.365802372,121983180.10700601 
 12/02  15:00:00,265006395.0435747,265006395.04357576,110410237.77570613,14315745.365802372,120309148.4744998 
 12/02  16:00:00,272446480.97702885,272446480.9770299,123212274.89933667,18305191.025593143,125331243.3720189 
 12/02  17:00:00,305246169.21090853,305246169.21090955,160431849.16953167,27613896.938352972,160131382.9620943 
 12/02  18:00:00,306263921.21096927,306263921.21096927,182734022.91722912,35592787.787870474,204645835.6122203 
 12/02  19:00:00,320035862.47624403,320035862.47624373,224236882.34899986,44901493.93566237,204645835.6122203 
 12/02  20:00:00,280250947.3161406,280250947.31614155,221097292.31373796,51550569.72193773,185571734.18467608 
 12/02  21:00:00,309722034.6886344,309722034.688635,215328071.5588572,51550569.72193773,178875607.65465096 
 12/02  22:00:00,335033676.3224031,335033676.322404,160750446.68790737,38252418.149386905,164823601.124626 
 12/02  23:00:00,278627168.7646284,278627168.76462924,148696277.1902193,24954266.576836366,134031278.26953766 
 12/02  24:00:00,225381762.3592677,225381762.3592687,63287650.859859996,15645560.66407668,104912987.04695597 
 12/03  01:00:00,176048437.94046307,176048437.94046405,52869542.77402276,11656115.239317864,79472635.82437395 
 12/03  02:00:00,159565910.52523953,159565910.52524054,29404584.0,11656115.239317864,72776509.29434878 
 12/03  03:00:00,149389291.21020806,149389291.21020904,29404584.0,11656115.239317864,69428446.02933633 
 12/03  04:00:00,145004043.98102826,145004043.98102924,29404584.0,11656115.239317864,67754414.39683005 
 12/03  05:00:00,152637877.8842946,152637877.88429552,29404584.0,16975375.727318894,71432354.39683005 
 12/03  06:00:00,178405064.85498193,178405064.8549829,29404584.0,26284081.875110786,87158392.55936149 
 12/03  07:00:00,218841701.0070405,218841701.0070415,198256401.49020272,27613896.938352972,120284500.51693058 
 12/03  08:00:00,230839746.91592604,230839746.91592702,272586321.3497647,26284081.875110786,146054728.47449982 
 12/03  09:00:00,244647357.34776503,244647357.34776598,268157141.75751784,16975375.727318894,147728760.107006 
 12/03  10:00:00,262010448.6575976,262010448.65759867,223011736.98141462,14315745.365802372,138368971.73951268 
 12/03  11:00:00,249100985.8153473,249100985.81534833,216227637.3551395,14315745.365802372,127005275.00452524 
 12/03  12:00:00,158246449.21108654,158246449.21108755,146334537.11313838,14315745.365802372,128679306.63703147 
 12/03  13:00:00,216160702.45854604,216160702.458547,142625169.2061403,14315745.365802372,127005275.00452524 
 12/03  14:00:00,267534464.71036345,267534464.7103643,139947211.20472276,14315745.365802372,121983180.10700601 
 12/03  15:00:00,269613645.96555847,269613645.96555936,110439521.41228345,14315745.365802372,120309148.4744998 
 12/03  16:00:00,274938725.08106804,274938725.08106905,117015495.54206234,18305191.025593143,125331243.3720189 
 12/03  17:00:00,310824023.1951039,310824023.1951049,166930783.1032427,27613896.938352972,160131382.9620943 
 12/03  18:00:00,307311106.49505717,307311106.4950571,182820785.9996838,35592787.787870474,204645835.6122203 
 12/03  19:00:00,325523521.65378726,325523521.6537865,224381017.77839613,44901493.93566237,204645835.6122203 
 12/03  20:00:00,280250947.3161406,280250947.31614155,221229086.21006724,51550569.72193773,185571734.18467608 
 12/03  21:00:00,273382144.94252187,273382144.9425229,215441008.51111007,51550569.72193773,178875607.65465096 
 12/03  22:00:00,280153668.92402935,280153668.92403024,164201548.23027605,38252418.149386905,164823601.124626 
 12/03  23:00:00,276756041.8859357,276756041.88593674,150296580.84992826,24954266.576836366,134031278.26953766 
 12/03  24:00:00,228687200.7720758,228687200.77207685,65826742.417445794,15645560.66407668,104912987.04695597 
 12/04  01:00:00,181784818.8362667,181784818.83626774,46414409.82031221,11656115.239317864,79472635.82437395 
 12/04  02:00:00,165058840.93488082,165058840.93488184,29404584.0,11656115.239317864,72776509.29434878 
 12/04  03:00:00,156134667.53165627,156134667.5316572,29404584.0,11656115.239317864,69428446.02933633 
 12/04  04:00:00,149091272.36525849,149091272.36525947,29404584.0,11656115.239317864,67754414.39683005 
 12/04  05:00:00,154718199.2476117,154718199.24761266,29404584.0,16975375.727318894,71432354.39683005 
 12/04  06:00:00,179669098.19770595,179669098.19770682,29404584.0,26284081.875110786,87158392.55936149 
 12/04  07:00:00,213227461.20498037,213227461.20498127,198396987.82561797,27613896.938352972,120284500.51693058 
 12/04  08:00:00,226494668.74764907,226494668.74765003,272806206.7687684,26284081.875110786,146293383.9335011 
 12/04  09:00:00,247921730.15178216,247921730.1517832,268363205.74143317,18466671.234855436,149227177.34515285 
 12/04  10:00:00,266751231.11963865,266751231.11963964,223158522.00663835,15807040.873338813,139867388.97765952 
 12/04  11:00:00,194057652.53331286,194057652.5333139,216351498.57934678,15807040.873338813,128503692.2426721 
 12/04  12:00:00,189761466.82165354,189761466.8216545,146402022.88102925,15807040.873338813,130177723.87517832 
 12/04  13:00:00,261286773.2424749,261286773.24247593,142677800.18590957,15590730.651414875,128385990.86668785 
 12/04  14:00:00,265670029.37348163,265670029.37348256,139982432.654364,15807040.873338813,123481597.34515285 
 12/04  15:00:00,267535445.26205397,267535445.26205483,110460318.6643634,15807040.873338813,121807565.71264665 
 12/04  16:00:00,274577603.13334686,274577603.13334775,137365188.3663308,19796486.53312959,126829660.61016576 
 12/04  17:00:00,259708402.26651323,259708402.26651415,145987346.3708605,29105192.44588942,161629800.20024115 
 12/04  18:00:00,347145918.1792252,347145918.1792246,182912233.15601593,35592787.787870474,204884491.0712216 
 12/04  19:00:00,293004098.9391485,293004098.93914944,228841773.69704592,44901493.93566237,204645835.6122203 
 12/04  20:00:00,328419042.69217944,328419042.69218016,221979372.0476411,51550569.72193773,185571734.18467608 
 12/04  21:00:00,273382144.94252187,273382144.9425229,210828145.9946218,51550569.72193773,178875607.65465096 
 12/04  22:00:00,349495497.77944255,349495497.7794435,175651849.39173234,38252418.149386905,164823601.124626 
 12/04  23:00:00,284118971.74884766,284118971.7488487,142596164.3175767,24954266.576836366,134031278.26953766 
 12/04  24:00:00,230192117.2415872,230192117.2415882,81113755.53246824,15645560.66407668,104912987.04695597 
 12/05  01:00:00,183359453.9454673,183359453.9454683,29404584.0,11656115.239317864,79472635.82437395 
 12/05  02:00:00,165638170.2027549,165638170.20275593,29404584.0,11656115.239317864,72776509.29434878 
 12/05  03:00:00,152496108.64673588,152496108.6467369,29404584.0,11656115.239317864,69428446.02933633 
 12/05  04:00:00,144578012.25585434,144578012.25585532,29404584.0,11656115.239317864,67754414.39683005 
 12/05  05:00:00,150324993.0897016,150324993.0897026,29404584.0,16975375.727318894,71432354.39683005 
 12/05  06:00:00,174199741.0309284,174199741.0309294,29404584.0,26284081.875110786,87158392.55936149 
 12/05  07:00:00,211860422.23249388,211860422.2324949,201493120.40900776,27613896.938352972,120284500.51693058 
 12/05  08:00:00,227476759.44254193,227476759.442543,269844389.82204574,26284081.875110786,146293383.9335011 
 12/05  09:00:00,244850258.3420978,244850258.3420989,268578931.3764194,18466671.234855436,149227177.34515285 
 12/05  10:00:00,259036561.01715076,259036561.01715192,223342116.16236687,15807040.873338813,139867388.97765952 
 12/05  11:00:00,218550309.6704697,218550309.67047074,216498749.27999142,15807040.873338813,128503692.2426721 
 12/05  12:00:00,161263871.45437017,161263871.45437115,158053645.2209436,15807040.873338813,130177723.87517832 
 12/05  13:00:00,214625261.9292147,214625261.92921564,153292914.81207615,15590730.651414875,128385990.86668785 
 12/05  14:00:00,263842064.40281546,263842064.40281644,118683974.4989357,15807040.873338813,123481597.34515285 
 12/05  15:00:00,270378992.41387784,270378992.4138788,110493356.79306012,15807040.873338813,121807565.71264665 
 12/05  16:00:00,279624362.85339713,279624362.85339814,139938696.7062201,19796486.53312959,126829660.61016576 
 12/05  17:00:00,314228120.9284544,314228120.92845535,143434637.86847764,29105192.44588942,161629800.20024115 
 12/05  18:00:00,306427599.3890052,306427599.38900506,183020045.2509293,35592787.787870474,204884491.0712216 
 12/05  19:00:00,318187922.1541126,318187922.15411246,248200365.95233414,44901493.93566237,204645835.6122203 
 12/05  20:00:00,318935886.3096211,318935886.3096209,223379593.3844022,51550569.72193773,185571734.18467608 
 12/05  21:00:00,368403289.1700636,368403289.1700647,191330603.78749025,51550569.72193773,178875607.65465096 
 12/05  22:00:00,335432437.93622935,335432437.93623024,175699204.25484657,38252418.149386905,164823601.124626 
 12/05  23:00:00,275188265.2691625,275188265.2691634,142660852.95921057,24954266.576836366,134031278.26953766 
 12/05  24:00:00,220540550.19506457,220540550.19506562,81033874.27109826,15645560.66407668,104912987.04695597 
 12/06  01:00:00,174668919.40469122,174668919.40469223,29404584.0,11656115.239317864,79472635.82437395 
 12/06  02:00:00,158185922.89093262,158185922.89093354,29404584.0,11656115.239317864,72776509.29434878 
 12/06  03:00:00,150110588.35475105,150110588.35475206,29404584.0,11656115.239317864,69428446.02933633 
 12/06  04:00:00,144548285.96150982,144548285.96151084,29404584.0,11656115.239317864,67754414.39683005 
 12/06  05:00:00,151159245.21255937,151159245.21256036,29404584.0,16975375.727318894,71432354.39683005 
 12/06  06:00:00,176540503.41111413,176540503.4111151,29404584.0,26284081.875110786,87158392.55936149 
 12/06  07:00:00,213601189.70102862,213601189.70102963,217789987.24199048,27613896.938352972,120284500.51693058 
 12/06  08:00:00,223252937.0747894,223252937.07479036,263546802.93676332,26284081.875110786,146293383.9335011 
 12/06  09:00:00,229276036.53980204,229276036.5398031,258457932.31604445,18466671.234855436,149227177.34515285 
 12/06  10:00:00,237760868.22128117,237760868.2212822,223528029.22113964,15807040.873338813,139867388.97765952 
 12/06  11:00:00,251764469.14071524,251764469.14071628,216615676.76428592,15807040.873338813,128503692.2426721 
 12/06  12:00:00,163660136.270617,163660136.270618,175793621.5573843,15807040.873338813,130177723.87517832 
 12/06  13:00:00,158528772.97365025,158528772.97365123,142686427.47251642,15590730.651414875,128385990.86668785 
 12/06  14:00:00,264694479.25936705,264694479.25936803,112406512.2638498,15807040.873338813,123481597.34515285 
 12/06  15:00:00,187512812.9653231,187512812.96532404,110518319.78517723,15807040.873338813,121807565.71264665 
 12/06  16:00:00,246869995.0409026,246869995.04090363,139971147.16242927,19796486.53312959,126829660.61016576 
 12/06  17:00:00,260980772.72147733,260980772.72147834,143513773.07766035,29105192.44588942,161629800.20024115 
 12/06  18:00:00,300382249.8339063,300382249.83390677,209756505.69540623,35592787.787870474,204884491.0712216 
