Date/Time,Electricity:Facility [J](Hourly) 
 09/23  01:00:00,1571893800.2048528 
 09/23  02:00:00,1453822214.9993775 
 09/23  03:00:00,1567785058.0371249 
 09/23  04:00:00,2092314758.3075106 
 09/23  05:00:00,2285984009.109103 
 09/23  06:00:00,3111502575.7534223 
 09/23  07:00:00,3089305002.126899 
 09/23  08:00:00,3432662222.1520796 
 09/23  09:00:00,3431300766.8626766 
 09/23  10:00:00,3314464553.5102596 
 09/23  11:00:00,3410003856.4675894 
 09/23  12:00:00,3059141743.786343 
 09/23  13:00:00,3083168783.030899 
 09/23  14:00:00,3036622635.396123 
 09/23  15:00:00,3075900484.0586314 
 09/23  16:00:00,3245555953.359424 
 09/23  17:00:00,2721952593.1691513 
 09/23  18:00:00,2522968393.9458385 
 09/23  19:00:00,2324245468.0047398 
 09/23  20:00:00,2449705393.8202295 
 09/23  21:00:00,2212474754.1454573 
 09/23  22:00:00,2251112066.5327716 
 09/23  23:00:00,2046020159.2746105 
 09/23  24:00:00,2016965726.5659323 
 09/24  01:00:00,2056410760.3062115 
 09/24  02:00:00,2074035383.562574 
 09/24  03:00:00,1995934440.7782722 
 09/24  04:00:00,1918172178.771072 
 09/24  05:00:00,2034934059.1043694 
 09/24  06:00:00,2362602105.441921 
 09/24  07:00:00,2287740418.934075 
 09/24  08:00:00,2555890038.146566 
 09/24  09:00:00,2435486531.593818 
 09/24  10:00:00,2359793141.425357 
 09/24  11:00:00,2328516764.3661933 
 09/24  12:00:00,2461930922.1609216 
 09/24  13:00:00,2416593335.409541 
 09/24  14:00:00,2572895603.8149757 
 09/24  15:00:00,2484474154.6884212 
 09/24  16:00:00,2725638260.9719048 
 09/24  17:00:00,2768424836.217009 
 09/24  18:00:00,2622763843.3100686 
 09/24  19:00:00,2513669090.391652 
 09/24  20:00:00,2514682723.5335608 
 09/24  21:00:00,2361612120.4382386 
 09/24  22:00:00,2290377187.3750525 
 09/24  23:00:00,2186073515.560479 
 09/24  24:00:00,2241033459.715974 
 09/25  01:00:00,2158182561.4094214 
 09/25  02:00:00,2103125550.1191425 
 09/25  03:00:00,2157513592.209603 
 09/25  04:00:00,2231114853.9502187 
 09/25  05:00:00,2399868950.8624654 
 09/25  06:00:00,3197038697.954523 
 09/25  07:00:00,3301589020.582098 
 09/25  08:00:00,4760605180.158343 
 09/25  09:00:00,4686095025.7940645 
 09/25  10:00:00,4538102089.446777 
 09/25  11:00:00,4702763278.765212 
 09/25  12:00:00,4489926905.456351 
 09/25  13:00:00,4816246919.8439245 
 09/25  14:00:00,4882105940.5787735 
 09/25  15:00:00,5054607920.124201 
 09/25  16:00:00,5316561497.683756 
 09/25  17:00:00,3997164322.9488153 
 09/25  18:00:00,3340518489.8598466 
 09/25  19:00:00,3165879907.642213 
 09/25  20:00:00,3043458007.703858 
 09/25  21:00:00,2978208744.7189 
 09/25  22:00:00,1825109462.0492866 
 09/25  23:00:00,1712387472.4651055 
 09/25  24:00:00,1693475324.013018 
 09/26  01:00:00,1545235559.6960242 
 09/26  02:00:00,1583045054.1427429 
 09/26  03:00:00,1619333384.9475112 
 09/26  04:00:00,2091979311.855839 
 09/26  05:00:00,2323072888.31511 
 09/26  06:00:00,3093893389.074863 
 09/26  07:00:00,3149601634.576215 
 09/26  08:00:00,4666823789.692443 
 09/26  09:00:00,4655149217.4902935 
 09/26  10:00:00,4540628697.312063 
 09/26  11:00:00,4622303072.63021 
 09/26  12:00:00,4359186152.823441 
 09/26  13:00:00,4708607283.443958 
 09/26  14:00:00,4824580256.359544 
 09/26  15:00:00,4856222940.37044 
 09/26  16:00:00,4973424056.989958 
 09/26  17:00:00,3861525213.7479734 
 09/26  18:00:00,3411096477.8077397 
 09/26  19:00:00,3267044395.963951 
 09/26  20:00:00,3228013373.211614 
 09/26  21:00:00,2990003043.751708 
 09/26  22:00:00,1945646376.5609837 
 09/26  23:00:00,1842617430.5285337 
 09/26  24:00:00,1675875608.9053795 
 09/27  01:00:00,1688396273.566415 
 09/27  02:00:00,1684650710.2117834 
 09/27  03:00:00,1647581758.5671449 
 09/27  04:00:00,2242018398.428647 
 09/27  05:00:00,2174184721.101698 
 09/27  06:00:00,3073798290.145242 
 09/27  07:00:00,3173724041.8239775 
 09/27  08:00:00,4725075897.756058 
 09/27  09:00:00,4767449359.377408 
 09/27  10:00:00,4670264260.940952 
 09/27  11:00:00,4800054627.533493 
 09/27  12:00:00,4569474192.923541 
 09/27  13:00:00,4934363537.085682 
 09/27  14:00:00,4965574365.84463 
 09/27  15:00:00,5051426797.186922 
 09/27  16:00:00,5232687228.327424 
 09/27  17:00:00,4013347554.9853086 
 09/27  18:00:00,3494850760.9721856 
 09/27  19:00:00,3344433812.0082774 
 09/27  20:00:00,3165222547.5258 
 09/27  21:00:00,2967076031.947776 
 09/27  22:00:00,1819110887.821715 
 09/27  23:00:00,1860749244.464471 
 09/27  24:00:00,1539421339.1576695 
 09/28  01:00:00,1537949329.1262162 
 09/28  02:00:00,1538072284.8434534 
 09/28  03:00:00,1535236428.032016 
 09/28  04:00:00,2046037985.4132261 
 09/28  05:00:00,2257614353.4587607 
 09/28  06:00:00,3039269832.2247353 
 09/28  07:00:00,3110033660.354925 
 09/28  08:00:00,4565451429.630468 
 09/28  09:00:00,4583680593.074716 
 09/28  10:00:00,4488053921.942631 
 09/28  11:00:00,4628965498.723669 
 09/28  12:00:00,4440884323.573678 
 09/28  13:00:00,4738018192.674321 
 09/28  14:00:00,4736114728.214944 
 09/28  15:00:00,4826260206.758646 
 09/28  16:00:00,5230018211.259924 
 09/28  17:00:00,4114550214.817381 
 09/28  18:00:00,3547714388.2909074 
 09/28  19:00:00,3508570200.938628 
 09/28  20:00:00,3347114039.0617685 
 09/28  21:00:00,3229518320.185325 
 09/28  22:00:00,2085556501.5169487 
 09/28  23:00:00,2196219814.4619303 
 09/28  24:00:00,2037566096.658739 
 09/29  01:00:00,1982673358.4431357 
 09/29  02:00:00,2057610569.4557896 
 09/29  03:00:00,2076103883.4694874 
 09/29  04:00:00,2334618720.678547 
 09/29  05:00:00,2341929169.1468234 
 09/29  06:00:00,3264092775.580898 
 09/29  07:00:00,3449923279.1104193 
 09/29  08:00:00,4815908548.976677 
 09/29  09:00:00,4789900357.005865 
 09/29  10:00:00,4761478578.921394 
 09/29  11:00:00,4918898798.119671 
 09/29  12:00:00,4426176655.576147 
 09/29  13:00:00,4549890791.049621 
 09/29  14:00:00,4558354529.065653 
 09/29  15:00:00,4617194820.591616 
 09/29  16:00:00,4775548575.528632 
 09/29  17:00:00,3715831298.458574 
 09/29  18:00:00,3350736051.6459284 
 09/29  19:00:00,3277126579.706269 
 09/29  20:00:00,3205080796.189665 
 09/29  21:00:00,2969574453.608802 
 09/29  22:00:00,1823816941.061622 
 09/29  23:00:00,1710932091.415436 
 09/29  24:00:00,1458044202.725356 
 09/30  01:00:00,1455564311.3374717 
 09/30  02:00:00,1449970249.9712884 
 09/30  03:00:00,1447128855.2908893 
 09/30  04:00:00,1987930821.688892 
 09/30  05:00:00,2114309230.0087783 
 09/30  06:00:00,2988597383.586078 
 09/30  07:00:00,2862204857.1190476 
 09/30  08:00:00,3189485773.239525 
 09/30  09:00:00,3042378660.4144793 
 09/30  10:00:00,2964062403.228462 
 09/30  11:00:00,3048254650.043886 
 09/30  12:00:00,2677363924.2844014 
 09/30  13:00:00,2787093234.1405454 
 09/30  14:00:00,2805970788.4234767 
 09/30  15:00:00,2751270150.272708 
 09/30  16:00:00,3038517669.709944 
 09/30  17:00:00,2647195917.663939 
 09/30  18:00:00,2230048723.5540257 
 09/30  19:00:00,1945639951.7594087 
 09/30  20:00:00,1864689295.9798253 
 09/30  21:00:00,1726071252.492758 
 09/30  22:00:00,1606641392.4643219 
 09/30  23:00:00,1581232410.955023 
 09/30  24:00:00,2058058657.4704907 
 10/01  01:00:00,2059975959.392877 
 10/01  02:00:00,2097104244.5592747 
 10/01  03:00:00,2128889490.6362398 
 10/01  04:00:00,2050956144.9035883 
 10/01  05:00:00,2151398891.047381 
 10/01  06:00:00,2539717450.702011 
 10/01  07:00:00,2601580281.605773 
 10/01  08:00:00,3066191329.750399 
 10/01  09:00:00,2892967827.1709437 
 10/01  10:00:00,2882455740.7452025 
 10/01  11:00:00,2838786367.9113293 
 10/01  12:00:00,2977608820.7215743 
 10/01  13:00:00,2925663591.8263445 
 10/01  14:00:00,3047725662.500209 
 10/01  15:00:00,2977115249.5569363 
 10/01  16:00:00,3211536913.6948977 
 10/01  17:00:00,3291105174.7674975 
 10/01  18:00:00,3240185639.255754 
 10/01  19:00:00,3074110868.867408 
 10/01  20:00:00,3148488875.662739 
 10/01  21:00:00,2946808521.147979 
 10/01  22:00:00,2935421490.9072824 
 10/01  23:00:00,2786769788.2439575 
 10/01  24:00:00,2905197623.510573 
 10/02  01:00:00,2802501222.180073 
 10/02  02:00:00,2871797348.4291315 
 10/02  03:00:00,2769062376.002015 
 10/02  04:00:00,2923303924.19941 
 10/02  05:00:00,2966278332.010274 
 10/02  06:00:00,3874156843.3312697 
 10/02  07:00:00,3987651294.6072993 
 10/02  08:00:00,5494916512.391916 
 10/02  09:00:00,5552696235.651196 
 10/02  10:00:00,5519418023.651903 
 10/02  11:00:00,5620251010.662738 
 10/02  12:00:00,5237973582.997359 
 10/02  13:00:00,5491760118.027407 
 10/02  14:00:00,5540691860.389952 
 10/02  15:00:00,5647328879.851099 
 10/02  16:00:00,5825185407.165018 
 10/02  17:00:00,4719250263.624118 
 10/02  18:00:00,4297899191.883459 
 10/02  19:00:00,4252498115.757581 
 10/02  20:00:00,4091292466.437222 
 10/02  21:00:00,3951900492.200256 
 10/02  22:00:00,2937665447.8538795 
 10/02  23:00:00,3047596769.7622 
 10/02  24:00:00,2797634726.5704794 
 10/03  01:00:00,2868944453.1068573 
 10/03  02:00:00,2811271336.8461595 
 10/03  03:00:00,2789468474.6669245 
 10/03  04:00:00,2837759956.3717875 
 10/03  05:00:00,3048733168.959755 
 10/03  06:00:00,3878561757.4262605 
 10/03  07:00:00,4040039821.2698684 
 10/03  08:00:00,5517263130.617048 
 10/03  09:00:00,5589818137.952206 
 10/03  10:00:00,5559439632.719912 
 10/03  11:00:00,5660102379.273632 
 10/03  12:00:00,5478356747.896189 
 10/03  13:00:00,5689610235.296359 
 10/03  14:00:00,5525075719.950267 
 10/03  15:00:00,5612130327.061915 
 10/03  16:00:00,5817053571.912122 
 10/03  17:00:00,4789912179.917348 
 10/03  18:00:00,4331319396.723554 
 10/03  19:00:00,4227919049.9752116 
 10/03  20:00:00,4099601190.916587 
 10/03  21:00:00,3944763496.0270853 
 10/03  22:00:00,2880691035.647721 
 10/03  23:00:00,3066411279.768281 
 10/03  24:00:00,2840045030.1336236 
 10/04  01:00:00,2904126967.6191998 
 10/04  02:00:00,2807079468.299143 
 10/04  03:00:00,2783815695.7665687 
 10/04  04:00:00,2883456043.513007 
 10/04  05:00:00,3080943691.0474076 
 10/04  06:00:00,3964990734.1168737 
 10/04  07:00:00,4001154745.1080995 
 10/04  08:00:00,5488803304.072314 
 10/04  09:00:00,5415610409.391529 
 10/04  10:00:00,5365382828.772764 
 10/04  11:00:00,5591876366.951327 
 10/04  12:00:00,5381451844.794228 
 10/04  13:00:00,5594136686.414221 
 10/04  14:00:00,5475067435.290281 
 10/04  15:00:00,5545681624.15867 
 10/04  16:00:00,5934890136.085114 
 10/04  17:00:00,4817689601.801785 
 10/04  18:00:00,4252957014.3517675 
 10/04  19:00:00,4201413493.978486 
 10/04  20:00:00,4078056765.9451976 
 10/04  21:00:00,3933566824.9587126 
 10/04  22:00:00,2920806958.3704357 
 10/04  23:00:00,2927858869.950489 
 10/04  24:00:00,2824455759.95257 
 10/05  01:00:00,2753328566.6733747 
 10/05  02:00:00,2629897660.0491834 
 10/05  03:00:00,2701763291.921439 
 10/05  04:00:00,2944982835.900812 
 10/05  05:00:00,3019747215.600219 
 10/05  06:00:00,3941811822.4424314 
 10/05  07:00:00,4072713630.3392687 
 10/05  08:00:00,5569942407.644855 
 10/05  09:00:00,5606994087.893346 
 10/05  10:00:00,5571154957.463354 
 10/05  11:00:00,5583108728.517357 
 10/05  12:00:00,5350407685.684568 
 10/05  13:00:00,5651762586.8451605 
 10/05  14:00:00,5591683718.242504 
 10/05  15:00:00,5645511891.387044 
 10/05  16:00:00,5679104672.230056 
 10/05  17:00:00,4471803037.307466 
 10/05  18:00:00,3779416744.840134 
 10/05  19:00:00,3763268151.4871078 
 10/05  20:00:00,3718873728.90499 
 10/05  21:00:00,3503523330.834627 
 10/05  22:00:00,2428429846.759581 
 10/05  23:00:00,2396898032.5669603 
 10/05  24:00:00,2211573152.231765 
 10/06  01:00:00,2156840515.3397994 
 10/06  02:00:00,2121178488.46045 
 10/06  03:00:00,2190020454.664053 
 10/06  04:00:00,2554547794.4291453 
 10/06  05:00:00,2770607900.60356 
 10/06  06:00:00,3545962000.0737343 
 10/06  07:00:00,3701264053.3104224 
 10/06  08:00:00,5101672663.5169525 
 10/06  09:00:00,5075747159.047423 
 10/06  10:00:00,4995298738.361124 
 10/06  11:00:00,5094323507.341141 
 10/06  12:00:00,4866812091.701839 
 10/06  13:00:00,5202863522.145053 
 10/06  14:00:00,5265158217.208309 
 10/06  15:00:00,5349432967.168194 
 10/06  16:00:00,5540595625.963688 
 10/06  17:00:00,4457766721.51838 
 10/06  18:00:00,4033557431.1544323 
 10/06  19:00:00,3920016858.1643624 
 10/06  20:00:00,3868180300.7566833 
 10/06  21:00:00,3700016380.430153 
 10/06  22:00:00,2518271486.153971 
 10/06  23:00:00,2445093759.814731 
 10/06  24:00:00,2149707640.0903153 
 10/07  01:00:00,2148559685.1819234 
 10/07  02:00:00,2175468940.2938366 
 10/07  03:00:00,2146117230.7288928 
 10/07  04:00:00,2710937361.893656 
 10/07  05:00:00,2671815980.555746 
 10/07  06:00:00,3635728883.349997 
 10/07  07:00:00,3514798398.4803023 
 10/07  08:00:00,3907349825.203472 
 10/07  09:00:00,3921342324.8750715 
 10/07  10:00:00,3824709050.120075 
 10/07  11:00:00,3938833358.544934 
 10/07  12:00:00,3623104547.9009085 
 10/07  13:00:00,3753430905.4080057 
 10/07  14:00:00,3840666706.2385907 
 10/07  15:00:00,3783045357.563639 
 10/07  16:00:00,3860395383.061552 
 10/07  17:00:00,3300059578.1940184 
 10/07  18:00:00,3091256243.0906825 
 10/07  19:00:00,2898527580.8672123 
 10/07  20:00:00,3035719773.6004753 
 10/07  21:00:00,2805278052.1793456 
 10/07  22:00:00,2866373225.700108 
 10/07  23:00:00,2708504788.8420134 
 10/07  24:00:00,2546251294.0386825 
 10/08  01:00:00,2632260906.0469847 
 10/08  02:00:00,2560976449.764014 
 10/08  03:00:00,2558219329.002504 
 10/08  04:00:00,2391811360.4710374 
 10/08  05:00:00,2491233793.0921144 
 10/08  06:00:00,2885466154.951003 
 10/08  07:00:00,2581688776.23749 
 10/08  08:00:00,3048203416.910944 
 10/08  09:00:00,2885620469.0448904 
 10/08  10:00:00,2843488615.3463507 
 10/08  11:00:00,2882469762.4672565 
 10/08  12:00:00,2973387594.2733927 
 10/08  13:00:00,2888406723.636544 
 10/08  14:00:00,2996185632.748236 
 10/08  15:00:00,2944162104.174959 
 10/08  16:00:00,3224615480.9947214 
 10/08  17:00:00,3190350762.990999 
 10/08  18:00:00,3116844322.849408 
 10/08  19:00:00,2948371266.953097 
 10/08  20:00:00,3035886040.1465225 
 10/08  21:00:00,2865254608.079299 
 10/08  22:00:00,2797740107.7611656 
 10/08  23:00:00,2649644189.92622 
 10/08  24:00:00,2662114061.831062 
 10/09  01:00:00,2563400840.3229814 
 10/09  02:00:00,2568268616.831796 
 10/09  03:00:00,2447767223.1723404 
 10/09  04:00:00,2459000459.076753 
 10/09  05:00:00,2477408170.6164455 
 10/09  06:00:00,2767187213.8796353 
 10/09  07:00:00,2800508801.207848 
 10/09  08:00:00,2901738020.3553395 
 10/09  09:00:00,2805335933.532309 
 10/09  10:00:00,2850056227.217663 
 10/09  11:00:00,2830208966.750911 
 10/09  12:00:00,2958905381.524597 
 10/09  13:00:00,2909166854.7931023 
 10/09  14:00:00,3054426963.0337543 
 10/09  15:00:00,2944210194.0442543 
 10/09  16:00:00,3237046734.428851 
 10/09  17:00:00,3188818055.407093 
 10/09  18:00:00,3090220405.2936974 
 10/09  19:00:00,2959493169.411722 
 10/09  20:00:00,3025293087.0917025 
 10/09  21:00:00,2828671037.73749 
 10/09  22:00:00,2785638957.2274036 
 10/09  23:00:00,2795055482.3099146 
 10/09  24:00:00,2846654271.548469 
 10/10  01:00:00,2632381913.100782 
 10/10  02:00:00,2688942718.096856 
 10/10  03:00:00,2575372861.0001545 
 10/10  04:00:00,2685697306.6227694 
 10/10  05:00:00,2782400470.853922 
 10/10  06:00:00,3555847504.1722474 
 10/10  07:00:00,3747182570.1640368 
 10/10  08:00:00,5320103345.793623 
 10/10  09:00:00,5350758314.380519 
 10/10  10:00:00,5288322696.12853 
 10/10  11:00:00,5343483036.348432 
 10/10  12:00:00,5071779686.58533 
 10/10  13:00:00,5332273761.758704 
 10/10  14:00:00,5370701303.952516 
 10/10  15:00:00,5431942251.607105 
 10/10  16:00:00,5648850712.57182 
 10/10  17:00:00,4648185597.916772 
 10/10  18:00:00,4229229227.5244503 
 10/10  19:00:00,4138693928.98022 
 10/10  20:00:00,3923165417.369179 
 10/10  21:00:00,3667689240.116724 
 10/10  22:00:00,2734371544.995991 
 10/10  23:00:00,2709945797.3010635 
 10/10  24:00:00,2452142935.7817817 
 10/11  01:00:00,2496941898.212153 
 10/11  02:00:00,2521989721.4243217 
 10/11  03:00:00,2353401299.7158957 
 10/11  04:00:00,2661328920.6628766 
 10/11  05:00:00,2666031461.942835 
 10/11  06:00:00,3398255530.6662374 
 10/11  07:00:00,3461713526.4303427 
 10/11  08:00:00,4871036355.580797 
 10/11  09:00:00,4958672310.9417 
 10/11  10:00:00,5010108449.2901745 
 10/11  11:00:00,5049800060.892348 
 10/11  12:00:00,4817151395.374156 
 10/11  13:00:00,5170839291.914514 
 10/11  14:00:00,5182267268.37486 
 10/11  15:00:00,5191635591.793939 
 10/11  16:00:00,5382596431.617174 
 10/11  17:00:00,4301976700.137418 
 10/11  18:00:00,3797748145.7769294 
 10/11  19:00:00,3766064380.2183084 
 10/11  20:00:00,3665141196.425915 
 10/11  21:00:00,3542180022.6459465 
 10/11  22:00:00,2580313860.995161 
 10/11  23:00:00,2663233142.5077324 
 10/11  24:00:00,2352751433.5958276 
 10/12  01:00:00,2261600983.203584 
 10/12  02:00:00,2212187213.15305 
 10/12  03:00:00,2220237974.591792 
 10/12  04:00:00,2638507344.237118 
 10/12  05:00:00,2638889503.106516 
 10/12  06:00:00,3364762150.1640635 
 10/12  07:00:00,3442213913.129524 
 10/12  08:00:00,4821277325.253974 
 10/12  09:00:00,5027876028.588898 
 10/12  10:00:00,5018365138.888998 
 10/12  11:00:00,5118889290.8921 
 10/12  12:00:00,4872668114.269253 
 10/12  13:00:00,5132851933.375892 
 10/12  14:00:00,5081038904.900126 
 10/12  15:00:00,5123589006.295457 
 10/12  16:00:00,5326966765.578919 
 10/12  17:00:00,4331930902.295872 
 10/12  18:00:00,3954913473.1062565 
 10/12  19:00:00,3827356068.4429626 
 10/12  20:00:00,3683670388.4457965 
 10/12  21:00:00,3421113549.4757814 
 10/12  22:00:00,2494251433.459958 
 10/12  23:00:00,2516964050.06769 
 10/12  24:00:00,2292041414.216161 
 10/13  01:00:00,2162045752.2007375 
 10/13  02:00:00,2180486271.282439 
 10/13  03:00:00,2133703042.3905406 
 10/13  04:00:00,2149202533.270667 
 10/13  05:00:00,2548441189.6851683 
 10/13  06:00:00,3143293004.9192724 
 10/13  07:00:00,3251908217.7607217 
 10/13  08:00:00,4718487301.665176 
 10/13  09:00:00,4722798196.244204 
 10/13  10:00:00,4819469588.089321 
 10/13  11:00:00,4991311622.060422 
 10/13  12:00:00,4745538809.050266 
 10/13  13:00:00,4972961840.7241535 
 10/13  14:00:00,4951759821.768575 
 10/13  15:00:00,5045166222.626568 
 10/13  16:00:00,5308920693.980683 
 10/13  17:00:00,4242064506.174222 
 10/13  18:00:00,3828275029.077352 
 10/13  19:00:00,3664301424.2731323 
 10/13  20:00:00,3411957388.712749 
 10/13  21:00:00,3226652450.3420596 
 10/13  22:00:00,2442649569.433714 
 10/13  23:00:00,2510212762.9696136 
 10/13  24:00:00,2074228077.4297059 
 10/14  01:00:00,2058435164.8543882 
 10/14  02:00:00,2075209717.3882499 
 10/14  03:00:00,2061899546.1538033 
 10/14  04:00:00,2052966071.7855182 
 10/14  05:00:00,2411886225.96415 
 10/14  06:00:00,3094859540.6749454 
 10/14  07:00:00,3022333418.955634 
 10/14  08:00:00,3340953881.9464407 
 10/14  09:00:00,3273164136.6936707 
 10/14  10:00:00,3180422674.5382357 
 10/14  11:00:00,3384495376.236775 
 10/14  12:00:00,3077877578.0027676 
 10/14  13:00:00,3237482601.237747 
 10/14  14:00:00,3160617718.6190367 
 10/14  15:00:00,3316720632.3037252 
 10/14  16:00:00,3423125570.265931 
 10/14  17:00:00,3053499411.3375645 
 10/14  18:00:00,2904078901.0520253 
 10/14  19:00:00,2674465089.9890604 
 10/14  20:00:00,2673428010.2547956 
 10/14  21:00:00,2474541152.6678634 
 10/14  22:00:00,2412412400.6871123 
 10/14  23:00:00,2415676531.4030633 
 10/14  24:00:00,2188489787.796815 
 10/15  01:00:00,2063791128.226126 
 10/15  02:00:00,2063697709.2295232 
 10/15  03:00:00,2065509570.3028314 
 10/15  04:00:00,2043928161.0815969 
 10/15  05:00:00,2074462065.1747675 
 10/15  06:00:00,2459274584.3937626 
 10/15  07:00:00,2400817244.498217 
 10/15  08:00:00,2571925165.8422437 
 10/15  09:00:00,2534090244.8405385 
 10/15  10:00:00,2391519804.3111396 
 10/15  11:00:00,2503765973.092225 
 10/15  12:00:00,2600203292.4876046 
 10/15  13:00:00,2674632921.3950815 
 10/15  14:00:00,2683868508.258765 
 10/15  15:00:00,2782985433.923223 
 10/15  16:00:00,2902249789.202614 
 10/15  17:00:00,3045067453.9736867 
 10/15  18:00:00,2901764715.88177 
 10/15  19:00:00,2914254114.889431 
 10/15  20:00:00,2879131531.042059 
 10/15  21:00:00,2796008657.788138 
 10/15  22:00:00,2664278695.7850256 
 10/15  23:00:00,2627556333.652762 
 10/15  24:00:00,2576722146.9210505 
 10/16  01:00:00,2475981070.3642044 
 10/16  02:00:00,2521550036.316805 
 10/16  03:00:00,2297201530.4833364 
 10/16  04:00:00,2195670401.5150285 
 10/16  05:00:00,2513461279.160111 
 10/16  06:00:00,3122969843.471552 
 10/16  07:00:00,3236172365.897517 
 10/16  08:00:00,4577466041.324402 
 10/16  09:00:00,4719271358.09528 
 10/16  10:00:00,4629219666.878151 
 10/16  11:00:00,4903928906.287695 
 10/16  12:00:00,4665860353.277912 
 10/16  13:00:00,4963526714.412439 
 10/16  14:00:00,4969461587.095584 
 10/16  15:00:00,5062354964.937264 
 10/16  16:00:00,5339961129.850948 
 10/16  17:00:00,4306288153.918905 
 10/16  18:00:00,3691243952.552264 
 10/16  19:00:00,3591651349.5574584 
 10/16  20:00:00,3404407673.61382 
 10/16  21:00:00,3174311283.445101 
 10/16  22:00:00,2440704706.13647 
 10/16  23:00:00,2561606613.9580545 
 10/16  24:00:00,2190237666.8406067 
 10/17  01:00:00,2165717413.8086576 
 10/17  02:00:00,2159666816.4495697 
 10/17  03:00:00,2141182031.1592915 
 10/17  04:00:00,2137588745.7533576 
 10/17  05:00:00,2506795897.013772 
 10/17  06:00:00,3109097622.9499197 
 10/17  07:00:00,3193228193.603626 
 10/17  08:00:00,4518218522.694162 
 10/17  09:00:00,4623145464.107275 
 10/17  10:00:00,4652539015.512137 
 10/17  11:00:00,4941441248.133869 
 10/17  12:00:00,4674449402.718992 
 10/17  13:00:00,4921146848.980575 
 10/17  14:00:00,4873664357.239297 
 10/17  15:00:00,4990284586.835095 
 10/17  16:00:00,5292806156.920106 
 10/17  17:00:00,4286969200.3781147 
 10/17  18:00:00,3850999115.6769657 
 10/17  19:00:00,3765337166.630111 
 10/17  20:00:00,3634215665.6471186 
 10/17  21:00:00,3346103021.1552234 
 10/17  22:00:00,2469771128.057505 
 10/17  23:00:00,2608262692.1423464 
 10/17  24:00:00,2176132031.343886 
 10/18  01:00:00,2158008041.846021 
 10/18  02:00:00,2173836115.315508 
 10/18  03:00:00,2141704963.827007 
 10/18  04:00:00,2129788320.6693847 
 10/18  05:00:00,2484508242.8286757 
 10/18  06:00:00,3093140058.3651285 
 10/18  07:00:00,3209141925.7879057 
 10/18  08:00:00,4538917257.460284 
 10/18  09:00:00,4690957801.844733 
 10/18  10:00:00,4589769820.847278 
 10/18  11:00:00,4926301071.841319 
 10/18  12:00:00,4618256202.7113905 
 10/18  13:00:00,4874427011.90626 
 10/18  14:00:00,4893710890.4615135 
 10/18  15:00:00,4980713975.329003 
 10/18  16:00:00,5267231209.663139 
 10/18  17:00:00,4230271642.3306823 
 10/18  18:00:00,3725196332.2963123 
 10/18  19:00:00,3740637233.089981 
 10/18  20:00:00,3462027564.02911 
 10/18  21:00:00,3200357266.3719454 
 10/18  22:00:00,2434827974.778278 
 10/18  23:00:00,2328147832.49168 
 10/18  24:00:00,2164462134.553024 
 10/19  01:00:00,2161134291.6593094 
 10/19  02:00:00,2136099594.733632 
 10/19  03:00:00,2131557915.165659 
 10/19  04:00:00,2120050639.7310293 
 10/19  05:00:00,2467469164.717243 
 10/19  06:00:00,3102160871.1207733 
 10/19  07:00:00,3182202148.4280834 
 10/19  08:00:00,4499338599.071535 
 10/19  09:00:00,4522128962.75177 
 10/19  10:00:00,4655281008.258221 
 10/19  11:00:00,4905050771.863908 
 10/19  12:00:00,4622867493.878391 
 10/19  13:00:00,4917079263.197237 
 10/19  14:00:00,4875993751.861481 
 10/19  15:00:00,4961411363.777894 
 10/19  16:00:00,5266239589.3931675 
 10/19  17:00:00,4284847517.5030866 
 10/19  18:00:00,3615881065.606812 
 10/19  19:00:00,3643456419.0128565 
 10/19  20:00:00,3650362087.2838736 
 10/19  21:00:00,3333659714.751398 
 10/19  22:00:00,2462817140.708801 
 10/19  23:00:00,2374470544.2105675 
 10/19  24:00:00,2178369955.7070103 
 10/20  01:00:00,2146532912.4318614 
 10/20  02:00:00,2148266444.054746 
 10/20  03:00:00,2143817589.5905921 
 10/20  04:00:00,2138283578.6673737 
 10/20  05:00:00,2472380750.021856 
 10/20  06:00:00,3068471080.8767033 
 10/20  07:00:00,3170023565.679294 
 10/20  08:00:00,4488744814.8498535 
 10/20  09:00:00,4590503268.565157 
 10/20  10:00:00,4746246700.100072 
 10/20  11:00:00,4902271904.60752 
 10/20  12:00:00,4609881946.172354 
 10/20  13:00:00,4955556833.981726 
 10/20  14:00:00,4940589238.509615 
 10/20  15:00:00,4980635730.453439 
 10/20  16:00:00,5316517103.224739 
 10/20  17:00:00,4403313501.874372 
 10/20  18:00:00,3637927237.826339 
 10/20  19:00:00,3568964603.087449 
 10/20  20:00:00,3367463653.3685575 
 10/20  21:00:00,3194848791.234361 
 10/20  22:00:00,2467070567.186129 
 10/20  23:00:00,2333098888.200536 
 10/20  24:00:00,2068543134.9374385 
 10/21  01:00:00,2073841576.4217095 
 10/21  02:00:00,2048883275.9561872 
 10/21  03:00:00,2050621956.867802 
 10/21  04:00:00,2000056525.0522783 
 10/21  05:00:00,2408429674.886974 
 10/21  06:00:00,3077901323.046304 
 10/21  07:00:00,2987563623.3435154 
 10/21  08:00:00,3269590716.898628 
 10/21  09:00:00,3213623600.44431 
 10/21  10:00:00,3140117944.510807 
 10/21  11:00:00,3278142207.890218 
 10/21  12:00:00,3003664145.6753035 
