Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Wetbulb Globe Temperature [C](Hourly),ZONE ONE:Zone Operative Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly) 
 11/12  20:00:00,5.4624999999999995,0.75,0.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.305041798960132,0.938112787395065,6.2837849358914815,-12.621385509103195,-19.88168784045982,6.262528072822831 
 11/12  21:00:00,3.6624999999999996,1.25,1.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.183963026416965,0.8379157862834056,6.114772676630494,-86.82069461916849,-70.48482605978253,6.045582326844025 
 11/12  22:00:00,2.8875,4.5,3.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.977287181713394,0.7124875006966254,5.956163536266486,-9.141110437588505,-28.184482735418197,5.935039890819579 
 11/12  23:00:00,3.9875000000000003,6.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.998669859832475,0.7291384909636442,5.986037053713774,5.912215512732673,8.874276007483859,5.973404247595072 
 11/12  24:00:00,5.1499999999999995,7.875,7.5,0.0,3.000000,0.0,,,,6.279168903126116,12.973108499586067,1.1954731452094653,11.631983095342287,5.810720418142122,5.312022290545364,1.0181213653315382,9.483135184219838,5.608724434310015,2.2447120896728596,0.9049274421717487,9.574852316997445,5.913666833225707,7.0366283439733195,1.033741472388815,11.708530912183912,5.819465935141636,5.817775281709129,1.040548650257019,5.818616491470245,3.9523012326860623,0.8291448360350877,13.306644726225386,6.044446100461787,0.7636543678163938,6.05646920977392,27.375391615648184,23.175823787167634,6.068492319086053 
 11/13  01:00:00,5.9125,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.123286176387452,0.8114540891049146,6.127626054490541,13.279894810711028,17.450861714679338,6.13196593259363 
 11/13  02:00:00,6.7875,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.160245920996864,0.8374059870290638,6.180224818688842,15.93355478310319,13.546438799369973,6.20020371638082 
 11/13  03:00:00,6.8875,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.203042727565515,0.8560611115022505,6.207754542995875,4.79188131643171,8.067722727591935,6.2124663584262345 
 11/13  04:00:00,7.3875,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21911318987697,0.8694828557128886,6.239498003001474,13.094564527298871,9.451114611347204,6.259882816125978 
 11/13  05:00:00,8.1125,8.375,8.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.282986310624078,0.9091357678112277,6.305889161428546,21.13438234920079,21.90979473189909,6.328792012233014 
 11/13  06:00:00,8.3,6.125,6.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.319080924408707,0.923367492471169,6.306244872316036,-5.221690261832512,0.10224094662234151,6.293408820223366 
 11/13  07:00:00,6.924999999999999,7.5,7.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.248342268306026,0.8703449253906319,6.217838162311326,-29.081576820322375,-29.57728407559228,6.187334056316623 
 11/13  08:00:00,4.35,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.156671342171281,0.8045325320269683,6.124214231516893,-33.10940248102556,-30.317285974272423,6.091757120862506 
 11/13  09:00:00,3.9875000000000003,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.127806011969666,0.8177890297031687,6.18846959253107,57.734622778024345,31.151946301678155,6.2491331730924715 
 11/13  10:00:00,6.5249999999999995,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.855700768598798,1.3477383097557292,7.0703249378701285,377.23946810704285,358.4806334693684,7.284949107141461 
 11/13  11:00:00,9.862499999999999,8.375,8.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.468163882730429,1.6686468646049524,7.436314846001993,-1.3843433641777012,37.53164933863943,7.404465809273556 
 11/13  12:00:00,11.474999999999998,8.625,8.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.504400996287746,1.7067583073889891,7.51272814354963,44.42635120066925,36.471139061749156,7.521055290811512 
 11/13  13:00:00,11.7,9.625,7.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.622494218093084,1.7861127842175288,7.637918738287916,51.23509494986942,40.267219122280224,7.6533432584827485 
 11/13  14:00:00,12.7,8.75,5.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9873369917651615,2.2051394049212623,8.014122805185934,110.29144103893987,127.47793805163705,8.040908618606707 
 11/13  15:00:00,12.3,7.375,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.931771666783661,2.0350759859337417,7.825026520088176,-107.62341741662075,-97.15085689044807,7.718281373392692 
 11/13  16:00:00,10.6375,7.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.637050783421357,1.7583074040246904,7.562393332592819,-68.6735911313567,-72.36978037917639,7.487735881764282 
 11/13  17:00:00,9.625,8.875,8.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.461915207411554,1.6504353694098155,7.423195630287912,-33.678215637781236,-39.839827807786065,7.384476053164269 
 11/13  18:00:00,9.775,10.0,9.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.394100710228429,1.6128280783849878,7.372513812283721,-16.95839558054915,-16.02718393050911,7.350926914339012 
 11/13  19:00:00,8.625,10.0,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.341131694234237,1.5847334806817868,7.323648420573913,-13.579025572901205,-14.530795265401451,7.306165146913589 
 11/13  20:00:00,7.425,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.293219656818094,1.5552912119679279,7.27506989342799,-15.513601013289637,-15.549644094096653,7.256920130037887 
 11/13  21:00:00,6.8875,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23835756044128,1.521762599122722,7.216852113795118,-19.718378454292388,-18.70223074087205,7.1953466671489545 
 11/13  22:00:00,5.0125,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.111220389561762,1.4243913594233066,7.055816044494214,-66.86631472178709,-58.45136020300079,7.000411699426665 
 11/13  23:00:00,3.5625,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.899928471793589,1.2905847887642605,6.859890984305853,-47.37440762870459,-54.414302079663294,6.8198534968181175 
 11/13  24:00:00,2.9875,8.75,8.75,0.0,4.000000,0.0,,,,7.074607661013167,9.42075645939155,0.6965348179569832,9.533800610491719,7.020609521285447,8.575322695955862,0.6616574874632182,9.256980961146382,6.992633000617996,8.135774235352214,0.6452883098697323,9.061012796726374,7.016227053583832,8.495301918166922,0.6640730824152874,9.347144763600593,6.7695922768989325,6.761537280022599,0.564123147900926,6.938967061610712,8.021137643894699,0.5647098283760487,11.516462415064426,6.756901153122339,1.1915242725063195,6.712743260247299,-48.26081924913179,-45.78947316834305,6.668585367372261 
 11/14  01:00:00,2.8,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6120024866177936,1.0982274133274488,6.5749067268826655,-35.8569593200545,-38.90893392695578,6.5378109671475375 
 11/14  02:00:00,2.8,9.25,9.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5037651391578795,1.025895789460466,6.4660436246715305,-34.593348107330804,-33.549336750310474,6.4283221101851815 
 11/14  03:00:00,2.8,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41883647180944,0.9755800003638387,6.394857222781893,-13.700316304248858,-17.421659136124813,6.370877973754346 
 11/14  04:00:00,1.4249999999999998,8.75,8.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3039722422247975,0.8883865245278899,6.244834755655177,-69.82122954507194,-59.128536664217506,6.185697269085557 
 11/14  05:00:00,0.9125000000000001,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.082627979756005,0.7537428991105013,6.035125711383829,-51.041863836995994,-57.84139682194712,5.987623443011655 
 11/14  06:00:00,1.1,9.25,9.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9667008246554225,0.6812003573250208,5.933981804705319,-22.2954152383631,-25.271870192502963,5.9012627847552155 
 11/14  07:00:00,1.4749999999999999,8.75,8.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.894697756659724,0.6350225760929833,5.868378681971231,-15.50773065365067,-20.379971194530064,5.842059607282739 
 11/14  08:00:00,1.3249999999999997,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.998649932823991,0.7408635453106797,6.080391617513818,120.55326728434369,89.98273252995007,6.162133302203646 
 11/14  09:00:00,2.4749999999999996,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.962433809179768,1.4161820996420582,7.173386281833941,453.9752213610913,435.77995165430593,7.384338754488113 
 11/14  10:00:00,3.9875000000000003,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.970013296532807,2.1863885607255304,7.944875660065902,108.46640572099882,168.01283147634066,7.919738023598995 
 11/14  11:00:00,4.4,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.741143723937206,1.8407928847453638,7.655108829828759,-78.01873605617372,-116.52854124202592,7.569073935720313 
 11/14  12:00:00,5.8375,8.625,8.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27262181759356,2.5238335386558126,8.38132701739939,296.8723117821235,293.98815073620233,8.49003221720522 
 11/14  13:00:00,6.324999999999999,8.375,8.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.109228626445491,3.161130533466882,9.161840700804866,224.2714252872032,227.2464275241735,9.214452775164242 
 11/14  14:00:00,6.7875,7.375,7.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.414967425514282,3.32644151461632,9.335835578630308,-19.740008927065784,1.2578430956415398,9.256703731746331 
 11/14  15:00:00,6.8875,6.375,6.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.547058712616183,3.4189849963003844,9.490708128684108,73.94609109689179,76.14558433944558,9.434357544752034 
 11/14  16:00:00,6.012499999999999,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.350571188690349,3.244854734742743,9.162910010503039,-195.13267650179483,-165.21723466984568,8.975248832315728 
 11/14  17:00:00,3.8499999999999996,6.625,6.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.541405451261486,2.692268782419793,8.351743186642029,-283.4518135774156,-278.0483254512416,8.162080922022568 
 11/14  18:00:00,2.1125,8.25,8.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83228954156083,1.888169055769136,7.75868887057872,-115.00900120361774,-144.44490689157033,7.68508819959661 
 11/14  19:00:00,1.0125,9.0,7.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.553936559096029,1.7100644966564476,7.487427975116329,-82.1415050484823,-78.39336519533092,7.42091939113663 
 11/14  20:00:00,0.225,8.375,6.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29692572650258,1.5443085130793577,7.234179767253273,-71.57565332145738,-74.30721995334243,7.171433808003965 
 11/14  21:00:00,0.375,8.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.112191577479447,1.4255960120233615,7.064986524687333,-39.28175951446689,-44.018665478413205,7.017781471895219 
 11/14  22:00:00,0.225,9.25,7.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.989208835354037,1.3431503869742416,6.940683837823577,-41.840482018449045,-39.9392557116245,6.892158840293117 
 11/14  23:00:00,0.0,10.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.845810956826598,1.2555337808421003,6.796287227508577,-45.439672018636024,-45.234843192108094,6.746763498190555 
 11/14  24:00:00,0.0,9.375,9.0,0.0,5.000000,0.0,,,,7.636141612659205,12.80712640978251,1.1618631743183472,17.944162874603045,7.2602023977743135,6.696356483327377,1.0101884685552134,17.869012586415064,7.093667301903035,4.059694000338075,0.920541241770198,17.55882318202237,7.310626035751738,7.438049182298221,1.011052612166246,17.553591390307066,7.2732954152445,7.271534695882948,1.013309847938878,7.318460651965226,7.196547749602647,0.8208629733199704,19.090311309226447,6.702664142647047,1.1570835657336278,6.655654638181552,-41.645543260622105,-42.3616788418355,6.608645133716057 
 11/15  01:00:00,0.0,9.625,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.569183887968629,1.064325966523894,6.5229534873960064,-40.85505578366492,-40.80134754817587,6.476723086823385 
 11/15  02:00:00,-0.375,10.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39792929274405,0.9463416501076569,6.332625164153233,-74.39434319569257,-66.74624234030581,6.267321035562416 
 11/15  03:00:00,-0.225,10.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.165147815999198,0.8002617975702451,6.112251059369805,-51.98662734361872,-60.25369119899705,6.05935430274041 
 11/15  04:00:00,0.0,10.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.049513241712333,0.7301681233955128,6.010449314266978,-24.197544254427157,-25.921887611894913,5.971385386821623 
 11/15  05:00:00,0.0,10.0,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.962994186256263,0.681720661394714,5.921761797491024,-31.566265381776468,-30.211837974415502,5.880529408725786 
 11/15  06:00:00,1.0625,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.903170702764113,0.6543464806398223,5.88383408977075,0.8902906375275679,-4.9450724548453895,5.864497476777387 
 11/15  07:00:00,1.7,10.0,9.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8909301331730655,0.6466299019547117,5.862622164471374,-16.868790574153827,-12.56226909099841,5.834314195769685 
 11/15  08:00:00,1.7,9.375,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.880772807266666,0.6636394781742592,5.915257076506464,45.94925520960261,26.166098536163275,5.9497413457462605 
 11/15  09:00:00,1.7,8.375,8.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.272685886012492,0.9368107172930418,6.340703760588008,121.28120137926629,140.39810834862115,6.408721635163525 
 11/15  10:00:00,2.3874999999999997,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.304874641191679,0.931584305432047,6.268391157986759,-37.893526773832896,-43.96536421468552,6.231907674781839 
 11/15  11:00:00,3.1125,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.422764907596534,1.0406957216220525,6.475357406032488,72.95080809687371,76.2374712266134,6.527949904468441 
 11/15  12:00:00,4.3625,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.480462278751457,1.0571497586890513,6.455394272589673,-16.480555556131517,-15.584008154280726,6.430326266427889 
 11/15  13:00:00,4.625,8.625,8.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51895092122332,1.1087785273370248,6.581806624747944,75.43338111406814,51.5052492086713,6.644662328272568 
 11/15  14:00:00,5.1499999999999995,7.125,7.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.174615886287743,1.5581884712892051,7.2963411696652205,283.2700281067315,277.2237370518843,7.418066453042696 
 11/15  15:00:00,3.8499999999999996,5.375,5.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.754137766408667,1.8752072623471618,7.680521677184873,45.10498493569651,81.79278509627353,7.60690558796108 
 11/15  16:00:00,2.8,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.685575177044261,1.8119670505870378,7.555665854316573,-88.2047586656144,-69.25116031288849,7.425756531588888 
 11/15  17:00:00,2.1125,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.942499519486645,1.3123179212657807,6.74993501976239,-315.92195264902693,-311.66695511242233,6.557370520038137 
 11/15  18:00:00,2.0125,4.375,4.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.278340382663703,0.9175546200673319,6.214506665065715,-90.13614351140885,-115.2021552297617,6.150672947467725 
 11/15  19:00:00,0.825,3.375,3.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.049451783821412,0.763763034768383,5.985753050955092,-75.31827722373171,-70.73113102066333,5.9220543180887715 
 11/15  20:00:00,-0.375,3.625,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.821420976341789,0.6136331724114445,5.765251733167415,-59.627553636972685,-63.82649019507753,5.709082489993041 
 11/15  21:00:00,-0.6,2.125,2.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.640653815793991,0.4909937555173967,5.584445533547495,-56.462279512829895,-55.791164447059415,5.528237251300998 
 11/15  22:00:00,-0.9125000000000001,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.447975945220028,0.35998928949823844,5.386881429004594,-64.68096051050196,-63.297987967321205,5.3257869127891615 
 11/15  23:00:00,-3.1625,0.375,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.147944208215392,0.15595462936932725,5.051697047338534,-132.13782246819324,-120.90365653485392,4.955449886461675 
 11/15  24:00:00,-5.1499999999999995,0.625,0.0,0.0,6.000000,0.0,,,,6.1256131478989895,5.480604559016586,1.0579953954466377,9.506355623621378,5.896894226107281,1.9850981021812018,0.9642038608948909,9.703794533096657,5.8406626610156485,1.1616287422073606,0.9358532533502409,10.19462211937762,6.051681719567358,4.3780204594879555,1.0021008977364008,10.084967747507138,6.448505212510908,6.4660061481557305,0.9722799095466464,6.069686809135713,1.1987680520380746,0.8253618096668451,12.271918125770723,4.72716675525743,-0.13400350451273457,4.637603209309784,-113.74123991277787,-120.83686227022511,4.548039663362136 
 11/16  01:00:00,-3.8499999999999996,0.375,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50513441963441,-0.27526053118562294,4.459588667669547,-16.964661467318823,-31.174615241776653,4.414042915704685 
 11/16  02:00:00,-2.8,0.625,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.447308919435073,-0.3147172297400063,4.393535078044774,-37.645512182052585,-29.741361868196524,4.339761236654476 
 11/16  03:00:00,-2.8,0.375,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29025913382711,-0.4217898395520083,4.230827583330757,-55.48321287772142,-54.71257780393447,4.171396032834403 
 11/16  04:00:00,-2.425,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.120780128845041,-0.534163888525181,4.066451398628399,-47.072926224729855,-48.98779595607835,4.012122668411758 
 11/16  05:00:00,-1.8875000000000002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9884899441401327,-0.6153917555973816,3.9409073832325197,-35.803643992005185,-37.11325093359912,3.8933248223249066 
 11/16  06:00:00,-2.0125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8503490504341205,-0.716625866274478,3.7931648208637956,-55.50999354158752,-51.594883382173975,3.735980591293471 
 11/16  07:00:00,-2.2,1.875,1.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.688037981292922,-0.823756375007699,3.6467730680429837,-30.232473064446975,-39.40196299562703,3.605508154793046 
 11/16  08:00:00,-0.45000000000000007,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7866156306578427,-0.7172788986861875,3.863046020122271,125.49405062842422,95.12872723895754,3.9394764095866996 
 11/16  09:00:00,2.975,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.685045242576442,-0.06621747783078619,4.905102310877788,431.10684677977196,412.9642378274491,5.125159379179134 
 11/16  10:00:00,7.2125,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.721228157633849,0.5769822825574658,5.76002882791771,193.262799019304,225.85069354459023,5.79882949820157 
 11/16  11:00:00,9.9625,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.293758196770077,0.9528155601858408,6.3446556030723755,205.73261195434887,191.6335047831735,6.395553009374674 
 11/16  12:00:00,11.599999999999998,3.625,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.959674781793351,1.3856981999870186,6.975559041597867,174.65212447617967,188.47943223055785,6.9914433014023825 
 11/16  13:00:00,13.2625,3.375,3.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4077951842976955,1.6725041805147125,7.391286845845463,113.39493281213463,118.2102147521243,7.374778507393231 
 11/16  14:00:00,13.9,4.25,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.691417010407766,1.8442230252738323,7.6500543489047965,64.85354280826427,70.0838855856436,7.608691687401827 
 11/16  15:00:00,13.525000000000002,6.25,5.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.876964229298943,1.9599538063005664,7.82704228649829,50.84386271611505,52.66293658085879,7.7771203436976375 
 11/16  16:00:00,11.6125,8.25,7.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91289837348312,1.9601858991165582,7.796853076671545,-54.384097127029406,-32.74283490256445,7.680807779859972 
 11/16  17:00:00,9.85,7.75,7.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47720540125596,1.6476875516099834,7.309713221922855,-190.1332883573537,-184.07404557451315,7.14222104258975 
 11/16  18:00:00,7.025,7.625,6.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.926817848942024,1.2995670663996617,6.808203330608337,-140.53807019865326,-146.40238690319327,6.68958881227465 
 11/16  19:00:00,4.5375,8.625,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.525563993035009,1.0511021384162023,6.457965065636699,-97.6623777685794,-106.05802382162851,6.39036613823839 
 11/16  20:00:00,4.2125,4.625,3.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300224994024277,0.906280911826843,6.2593751289997925,-46.415551778687814,-51.219211357924465,6.218525263975308 
 11/16  21:00:00,4.0875,2.0,1.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17113497502331,0.8169210409065859,6.131798948211966,-39.3207496121707,-38.48516514960719,6.092462921400621 
 11/16  22:00:00,4.5875,2.625,1.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.088334656077603,0.7642503199015969,6.071502611716984,-4.83802935560215,-11.210783467861043,6.054670567356367 
 11/16  23:00:00,5.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08126125541806,0.7569950977641056,6.061934063583689,-8.605356098569173,-5.425331101897997,6.042606871749318 
 11/16  24:00:00,5.0,4.875,3.25,0.0,7.000000,0.0,,,,6.1649700972888475,13.053209623158603,1.17265703530533,13.172107315437282,5.785880908310613,6.839594637163544,1.022424512428799,11.056244806012499,5.611427455176021,4.086016819603503,0.9294894056971129,11.907825850559265,5.787045786183764,6.806024152183084,1.016587939559132,13.873747628708442,5.595864741147287,5.58819819043543,1.013500371588493,5.733141771988136,5.753062904448744,0.7978917491307072,16.021671184937187,6.045176964290928,0.7274510767154798,6.0271337063833155,-10.099864117714574,-11.015189812982854,6.009090448475702 
 11/17  01:00:00,5.0,6.0,3.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0001326245015765,0.6918845889978318,5.9747647689852155,-20.631883536830173,-18.359127452761665,5.949396913468855 
 11/17  02:00:00,6.374999999999999,7.25,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.984205059415182,0.6959212397694639,5.996982045658193,21.15539632587311,12.932158346042467,6.009759031901202 
 11/17  03:00:00,6.199999999999999,9.25,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.028638066793497,0.7140559778643981,6.0084194930888435,-13.509998139824077,-3.286290563839441,5.988200919384189 
 11/17  04:00:00,5.9125,10.0,4.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.931583221143601,0.644343527305079,5.898309415412556,-36.1235916619254,-36.28976435294457,5.865035609681511 
 11/17  05:00:00,6.475,10.0,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8668175032652545,0.6113364189158113,5.865853745333697,5.472223548951858,-2.4518419437064924,5.86488998740214 
 11/17  06:00:00,8.075000000000001,10.0,4.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.902416376921769,0.6406161189476927,5.9002872939592415,2.9763180341649873,7.648682404087003,5.898158210996714 
 11/17  07:00:00,5.775,8.75,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.819770382867189,0.5699943237336114,5.772199201796111,-56.322057232748165,-49.22611452801854,5.724628020725035 
 11/17  08:00:00,3.2124999999999995,6.75,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.695189693228943,0.5023640035229855,5.708670045330176,17.621282357171346,-3.5758375318731606,5.72215039743141 
