Date/Time,Electricity:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 10/19  02:00:00,2136099594.733632,26211168.0 
 10/19  03:00:00,2131557915.165659,26211168.0 
 10/19  04:00:00,2120050639.7310293,26211168.0 
 10/19  05:00:00,2467469164.717243,26211168.0 
 10/19  06:00:00,3102160871.1207733,50779344.32777691 
 10/19  07:00:00,3182202148.4280834,79470938.10595736 
 10/19  08:00:00,4499338599.071535,116806454.22021466 
 10/19  09:00:00,4522128962.75177,119275440.92855945 
 10/19  10:00:00,4655281008.258221,129306391.12463103 
 10/19  11:00:00,4905050771.863908,151025298.0916461 
 10/19  12:00:00,4622867493.878391,172950357.44547385 
 10/19  13:00:00,4917079263.197237,157275768.37672728 
 10/19  14:00:00,4875993751.861481,113926180.95336509 
 10/19  15:00:00,4961411363.777894,115480321.34753394 
 10/19  16:00:00,5266239589.3931675,140651922.9512443 
 10/19  17:00:00,4284847517.5030866,96747454.5820587 
 10/19  18:00:00,3615881065.606812,80452004.94639882 
 10/19  19:00:00,3643456419.0128565,65271235.51282267 
 10/19  20:00:00,3650362087.2838736,71313832.72228825 
 10/19  21:00:00,3333659714.751398,45539015.506173626 
 10/19  22:00:00,2462817140.708801,42049767.31292108 
 10/19  23:00:00,2374470544.2105675,46797263.90729403 
 10/19  24:00:00,2178369955.7070103,26211168.0 
 10/20  01:00:00,2146532912.4318614,26211168.0 
 10/20  02:00:00,2148266444.054746,26211168.0 
 10/20  03:00:00,2143817589.5905921,26211168.0 
 10/20  04:00:00,2138283578.6673737,26211168.0 
 10/20  05:00:00,2472380750.021856,37895506.84037684 
 10/20  06:00:00,3068471080.8767033,38556161.873886436 
 10/20  07:00:00,3170023565.679294,79510985.90792741 
 10/20  08:00:00,4488744814.8498535,116895006.31721301 
 10/20  09:00:00,4590503268.565157,119449127.6854285 
 10/20  10:00:00,4746246700.100072,135967805.2900381 
 10/20  11:00:00,4902271904.60752,144214448.30504972 
 10/20  12:00:00,4609881946.172354,174893481.99445662 
 10/20  13:00:00,4955556833.981726,167379850.68282422 
 10/20  14:00:00,4940589238.509615,113375904.29315826 
 10/20  15:00:00,4980635730.453439,106530163.26084545 
 10/20  16:00:00,5316517103.224739,140789915.39267766 
 10/20  17:00:00,4403313501.874372,96805737.34231359 
 10/20  18:00:00,3637927237.826339,80518369.14751172 
 10/20  19:00:00,3568964603.087449,65102434.281162255 
 10/20  20:00:00,3367463653.3685575,78803170.24343526 
 10/20  21:00:00,3194848791.234361,50977894.89360729 
 10/20  22:00:00,2467070567.186129,38291563.44498559 
 10/20  23:00:00,2333098888.200536,38388586.58158567 
 10/20  24:00:00,2068543134.9374385,26211168.0 
 10/21  01:00:00,2073841576.4217095,26211168.0 
 10/21  02:00:00,2048883275.9561872,26211168.0 
 10/21  03:00:00,2050621956.867802,37893232.32002254 
 10/21  04:00:00,2000056525.0522783,26211168.0 
 10/21  05:00:00,2408429674.886974,26211168.0 
 10/21  06:00:00,3077901323.046304,38552485.601378866 
 10/21  07:00:00,2987563623.3435154,64043364.33013025 
 10/21  08:00:00,3269590716.898628,65076391.518684134 
 10/21  09:00:00,3213623600.44431,80430498.57903895 
 10/21  10:00:00,3140117944.510807,79687715.91388735 
 10/21  11:00:00,3278142207.890218,81244559.88804373 
 10/21  12:00:00,3003664145.6753035,79963899.14750029 
 10/21  13:00:00,3110149314.7963753,79596063.81128165 
 10/21  14:00:00,3173745551.4428573,64985115.67989802 
 10/21  15:00:00,3312799104.7451797,64473647.99312206 
 10/21  16:00:00,3517644601.471074,64911897.847347036 
 10/21  17:00:00,3010387416.157322,38383162.634107165 
 10/21  18:00:00,2865316863.754057,50937891.13453002 
 10/21  19:00:00,2616527928.9969482,38524336.61240741 
 10/21  20:00:00,2628037628.358677,50837045.669876724 
 10/21  21:00:00,2481605295.903585,51176333.00197646 
 10/21  22:00:00,2383133234.331499,38374439.349968106 
 10/21  23:00:00,2248614790.9931636,38315857.72603056 
 10/21  24:00:00,2066964204.5983477,37893137.469255716 
 10/22  01:00:00,2084039723.1359966,26211168.0 
 10/22  02:00:00,2049221052.0860128,26211168.0 
 10/22  03:00:00,2064760405.0701914,26211168.0 
 10/22  04:00:00,2035887488.7503657,26211168.0 
 10/22  05:00:00,2117408431.026781,26211168.0 
 10/22  06:00:00,2467156607.6817737,50755937.36528236 
 10/22  07:00:00,2420871050.012274,38250823.79125176 
 10/22  08:00:00,2582473944.176134,38330458.42026235 
 10/22  09:00:00,2542277327.343954,38368808.755818084 
 10/22  10:00:00,2384510830.279557,38360541.10773119 
 10/22  11:00:00,2493385723.792559,38482065.744849026 
 10/22  12:00:00,2588591347.4213977,44253625.18932936 
 10/22  13:00:00,2669858548.488291,45430002.47633396 
 10/22  14:00:00,2656521505.0650005,50958976.3326146 
 10/22  15:00:00,2718608977.4694057,38375129.303012 
 10/22  16:00:00,2892177429.6798587,38375064.25353214 
 10/22  17:00:00,3139524389.2560325,38373542.87462766 
 10/22  18:00:00,2947647449.92906,38371793.00724988 
 10/22  19:00:00,2881739413.9815655,38321504.063559815 
 10/22  20:00:00,2813002443.671541,38298857.708308175 
 10/22  21:00:00,2652797747.43585,38543385.42466746 
 10/22  22:00:00,2563470857.8450494,38237740.48916281 
 10/22  23:00:00,2575618122.586566,38369164.84548092 
 10/22  24:00:00,2409480956.717815,26211168.0 
 10/23  01:00:00,2409172364.2625957,37890415.33393997 
 10/23  02:00:00,2304769593.5197186,26211168.0 
 10/23  03:00:00,2204678588.1192236,26211168.0 
 10/23  04:00:00,2207214584.9718914,26211168.0 
 10/23  05:00:00,2551279668.989231,26211168.0 
 10/23  06:00:00,3145801926.675812,50751807.59393327 
 10/23  07:00:00,3288645745.031973,74632724.7926326 
 10/23  08:00:00,4609432628.299247,120095785.90779144 
 10/23  09:00:00,4747438333.177766,122763908.80631912 
 10/23  10:00:00,4766914235.388428,129217855.57973914 
 10/23  11:00:00,4993196217.404502,152600307.28145492 
 10/23  12:00:00,4695015066.238286,176081011.84416452 
 10/23  13:00:00,4958488149.916238,164738408.3848384 
 10/23  14:00:00,5025348456.076433,116689606.37479398 
 10/23  15:00:00,5085666472.189957,106819756.54517761 
 10/23  16:00:00,5390791584.374911,141327979.1419097 
 10/23  17:00:00,4485835072.968224,96981337.49612552 
 10/23  18:00:00,3694173391.504236,84178390.69662508 
 10/23  19:00:00,3695628191.400684,74765104.42475057 
 10/23  20:00:00,3689088414.9096503,65695929.85202959 
 10/23  21:00:00,3376613411.003375,50974387.08533456 
 10/23  22:00:00,2449285415.669061,38417160.914636284 
 10/23  23:00:00,2592371063.5550537,38396722.05956037 
 10/23  24:00:00,2162362287.9255805,26211168.0 
 10/24  01:00:00,2154343242.3346357,37890961.29561168 
 10/24  02:00:00,2172919605.9165063,26211168.0 
 10/24  03:00:00,2139415159.9905002,26211168.0 
 10/24  04:00:00,2128263128.1883914,26211168.0 
 10/24  05:00:00,2480273035.726709,26211168.0 
 10/24  06:00:00,3090166763.3599524,50791757.38092248 
 10/24  07:00:00,3218601229.789657,79139955.83155948 
 10/24  08:00:00,4511048452.883321,118018162.5121483 
 10/24  09:00:00,4575546017.886386,119891897.41950539 
 10/24  10:00:00,4526654642.404365,136649715.58586252 
 10/24  11:00:00,4793509566.148653,145069934.91849443 
 10/24  12:00:00,4548356015.241961,176319749.02727857 
 10/24  13:00:00,4921576746.227802,172036556.4958787 
 10/24  14:00:00,4941228042.424869,116759603.97188696 
 10/24  15:00:00,4991005565.325514,111673481.91396746 
 10/24  16:00:00,5252034385.310533,142655950.80332255 
 10/24  17:00:00,4001821977.626899,93361971.62269996 
 10/24  18:00:00,3623783378.572138,87000372.15526617 
 10/24  19:00:00,3519830402.050983,65201966.123236656 
 10/24  20:00:00,3415262203.6776624,65761151.721804306 
 10/24  21:00:00,3298189807.0230975,51081584.50158453 
 10/24  22:00:00,2461905344.0598407,38456926.28159411 
 10/24  23:00:00,2523143683.29006,45852243.75452107 
 10/24  24:00:00,2196186245.6867323,30751392.03322204 
 10/25  01:00:00,2146854399.1228511,26211168.0 
 10/25  02:00:00,2133002921.3493698,26211168.0 
 10/25  03:00:00,2138828466.4400425,26211168.0 
 10/25  04:00:00,2085139990.455195,26211168.0 
 10/25  05:00:00,2466832755.513419,26211168.0 
 10/25  06:00:00,3085870880.8076587,50907798.95523048 
 10/25  07:00:00,3215781594.8248987,79659246.53532918 
 10/25  08:00:00,4485975008.645019,117429487.83810604 
 10/25  09:00:00,4488079606.4237,120089907.99324967 
 10/25  10:00:00,4536000556.507606,136663171.1016467 
 10/25  11:00:00,4787398057.89521,145209951.00874436 
 10/25  12:00:00,4506968724.488759,176552611.70864284 
 10/25  13:00:00,4832968951.168385,172352955.52742678 
 10/25  14:00:00,4894417280.867797,117117410.6529778 
 10/25  15:00:00,4941238931.765828,116095291.64345856 
 10/25  16:00:00,5240473920.6347475,141783845.4179552 
 10/25  17:00:00,4232708128.531152,97105757.49404643 
 10/25  18:00:00,3676099905.4478955,80644518.56521447 
 10/25  19:00:00,3577460319.2916603,65394477.17437424 
 10/25  20:00:00,3457542531.0049477,78928216.63910389 
 10/25  21:00:00,3186701620.4100227,38685685.140499145 
 10/25  22:00:00,2448775274.3644595,50546550.53091936 
 10/25  23:00:00,2308731082.320624,38405815.65358764 
 10/25  24:00:00,2168614185.4932523,26211168.0 
 10/26  01:00:00,2164710890.939864,26211168.0 
 10/26  02:00:00,2167281696.9379373,26211168.0 
 10/26  03:00:00,2131712668.4262495,26211168.0 
 10/26  04:00:00,2106363824.6903949,37893162.54482577 
 10/26  05:00:00,2502193148.5488367,26211168.0 
 10/26  06:00:00,3074316697.9210844,38618841.61716321 
 10/26  07:00:00,3244555362.7885394,79689588.44744818 
 10/26  08:00:00,4552067695.559724,117564464.27625974 
 10/26  09:00:00,4531785954.485287,135903281.45654237 
 10/26  10:00:00,4577800456.675445,121068359.8159986 
 10/26  11:00:00,4790327780.874542,155901399.19840038 
 10/26  12:00:00,4508403568.15819,176549349.8187103 
 10/26  13:00:00,4949668663.706269,164386721.69801927 
 10/26  14:00:00,4945548914.994028,119524370.24086712 
 10/26  15:00:00,5002538886.040842,112046904.99978037 
 10/26  16:00:00,5196661234.396751,141913031.8211581 
 10/26  17:00:00,4056953310.218196,97170758.9653609 
 10/26  18:00:00,3665427846.494049,94256509.99505898 
 10/26  19:00:00,3521218690.115843,65293015.58162488 
 10/26  20:00:00,3453729487.2757297,65769561.47767079 
 10/26  21:00:00,3214630226.031413,51015123.94842829 
 10/26  22:00:00,2425313794.425885,38415099.5030272 
 10/26  23:00:00,2330510638.0930033,47384722.614282236 
 10/26  24:00:00,2141802278.2242143,29279427.12266843 
 10/27  01:00:00,2133662343.4921908,26211168.0 
 10/27  02:00:00,2079481202.305255,26211168.0 
 10/27  03:00:00,2078665063.6181636,26211168.0 
 10/27  04:00:00,2077282721.7787192,26211168.0 
 10/27  05:00:00,2439162661.7421284,26211168.0 
 10/27  06:00:00,3092451672.9419603,50909241.94897197 
 10/27  07:00:00,3196426477.173623,79730638.24491712 
 10/27  08:00:00,4463836009.871823,117840970.27693205 
 10/27  09:00:00,4582160113.781055,121184170.8548319 
 10/27  10:00:00,4596083675.790691,136115952.73963553 
 10/27  11:00:00,4775841493.677981,145600080.59974462 
 10/27  12:00:00,4589116931.622395,177296793.41232502 
 10/27  13:00:00,4929694545.33228,172995409.2105624 
 10/27  14:00:00,4954768619.826429,117663705.23030527 
 10/27  15:00:00,5003262451.736207,116343877.35952929 
 10/27  16:00:00,5240941755.94913,142166474.8810347 
 10/27  17:00:00,4192795488.659051,97235794.10423002 
 10/27  18:00:00,3652368446.114764,80736630.18809634 
 10/27  19:00:00,3562076093.1995792,78276804.43690957 
 10/27  20:00:00,3541178913.2188396,65795084.49914989 
 10/27  21:00:00,3284969201.4249625,50924080.93233033 
 10/27  22:00:00,2485864862.8142896,38428630.096917234 
 10/27  23:00:00,2354498910.077774,38290984.71596524 
 10/27  24:00:00,2078655172.7083786,37893525.20164209 
 10/28  01:00:00,2053468224.0205665,26211168.0 
 10/28  02:00:00,2009656702.02614,26211168.0 
 10/28  03:00:00,1989373938.2288423,26211168.0 
 10/28  04:00:00,1993347471.2060933,26211168.0 
 10/28  05:00:00,2349666517.9831424,26211168.0 
 10/28  06:00:00,3074666200.7906933,50941341.19565746 
 10/28  07:00:00,2977379539.0500746,51471620.393310845 
 10/28  08:00:00,3240336270.3029904,66462052.496231824 
 10/28  09:00:00,3178939106.960778,92861706.88473621 
 10/28  10:00:00,3091548951.914729,72208314.90770343 
 10/28  11:00:00,3257116016.647851,89377806.38556328 
 10/28  12:00:00,3012496332.247755,80240255.78091379 
 10/28  13:00:00,3091633366.6828837,79852741.76659542 
 10/28  14:00:00,3099515869.9886184,65255046.1312293 
 10/28  15:00:00,3162672300.0574293,64689615.781153694 
 10/28  16:00:00,3435351569.8262076,64795213.41002154 
 10/28  17:00:00,2967244461.3011026,50888092.91000882 
 10/28  18:00:00,2838679759.51845,38598505.57006324 
 10/28  19:00:00,2565011771.1752634,50996428.15279594 
 10/28  20:00:00,2604961938.5487013,38567967.54473598 
 10/28  21:00:00,2412395353.6121287,51149557.20558313 
 10/28  22:00:00,2312099460.055338,50673280.945123285 
 10/28  23:00:00,2251474663.4481754,38371767.792354934 
 10/28  24:00:00,2047911657.7556157,26211168.0 
 10/29  01:00:00,2051321566.9108677,26211168.0 
 10/29  02:00:00,1997268675.9147816,26211168.0 
 10/29  03:00:00,1992380238.868664,26211168.0 
 10/29  04:00:00,1991134244.7402203,37892783.11412054 
 10/29  05:00:00,2056112067.2971697,26211168.0 
 10/29  06:00:00,2402942668.241072,38582907.05748935 
 10/29  07:00:00,2405152402.0524106,38336529.144161984 
 10/29  08:00:00,2398900818.091683,38349831.898371845 
 10/29  09:00:00,2444166440.105585,38362360.30734381 
 10/29  10:00:00,2378340257.515584,38335794.20632077 
 10/29  11:00:00,2396096342.7875066,50875719.9276401 
 10/29  12:00:00,2490869225.772299,38560416.37372373 
 10/29  13:00:00,2518773136.0033045,51412522.88501725 
 10/29  14:00:00,2578758007.473791,50708106.690882035 
 10/29  15:00:00,2516694870.04733,38390046.94957055 
 10/29  16:00:00,2771188548.826949,38381105.48396873 
 10/29  17:00:00,2911158861.0786524,38362292.26604287 
 10/29  18:00:00,2840124096.610324,38368179.19149181 
 10/29  19:00:00,2658508489.690468,38283377.3272519 
 10/29  20:00:00,2682822460.1100183,38382259.25893115 
 10/29  21:00:00,2534853225.0280304,38600776.09584859 
 10/29  22:00:00,2463374808.2975574,38218925.34427433 
 10/29  23:00:00,2334707348.6854887,38272911.88294418 
 10/29  24:00:00,2320931229.4021497,26211168.0 
 10/30  01:00:00,2195501285.1348453,37890026.54229851 
 10/30  02:00:00,2186773513.2363667,26211168.0 
 10/30  03:00:00,2194773382.7499247,26211168.0 
 10/30  04:00:00,2112867171.735448,26211168.0 
 10/30  05:00:00,2476865944.610744,26211168.0 
 10/30  06:00:00,3032817712.651515,50735305.10895386 
 10/30  07:00:00,3172944872.4834685,79916526.52905113 
 10/30  08:00:00,4412786032.877443,118194765.5556203 
 10/30  09:00:00,4424638538.7520275,120721521.81151526 
 10/30  10:00:00,4506517711.760335,137407718.04797092 
 10/30  11:00:00,4800968497.61422,147300286.40675437 
 10/30  12:00:00,4385145973.405853,180687780.96077165 
 10/30  13:00:00,4854208068.303062,170633301.31771523 
 10/30  14:00:00,4891443783.024473,119964732.332229 
 10/30  15:00:00,4939610968.778778,114625941.4555482 
 10/30  16:00:00,5233047647.679424,147841145.79639703 
 10/30  17:00:00,4371723357.9679785,100437912.01345313 
 10/30  18:00:00,3786673291.006069,87158636.63848127 
 10/30  19:00:00,3456836091.574643,65178336.62428561 
 10/30  20:00:00,3320721650.2822967,71259886.58630887 
 10/30  21:00:00,3193006034.092113,45848241.2920763 
 10/30  22:00:00,2426419965.110858,50659873.37810331 
 10/30  23:00:00,2332054404.351433,38465545.00098616 
 10/30  24:00:00,2133293211.697991,26211168.0 
 10/31  01:00:00,2136732469.685144,26211168.0 
 10/31  02:00:00,2081925234.04992,26211168.0 
 10/31  03:00:00,2077573120.1605222,26211168.0 
 10/31  04:00:00,2077844280.6183176,37892746.16844932 
 10/31  05:00:00,2453380664.5381155,26211168.0 
 10/31  06:00:00,3031003931.0073094,38496033.166209444 
 10/31  07:00:00,3180818984.7885795,79862536.71549824 
 10/31  08:00:00,4494769842.678188,117988179.67069204 
 10/31  09:00:00,4649578411.05324,136555713.59569684 
 10/31  10:00:00,4755630161.0617695,131067778.9718628 
 10/31  11:00:00,4904686433.397425,153624373.32155395 
 10/31  12:00:00,4468101669.205775,178893471.4925745 
 10/31  13:00:00,4921330687.416627,174344963.24532726 
 10/31  14:00:00,4886492838.830365,117494599.51202476 
 10/31  15:00:00,4912239567.641846,116696473.76747188 
 10/31  16:00:00,5213309584.723194,142920432.11482105 
 10/31  17:00:00,4043241427.5521107,97468142.68650855 
 10/31  18:00:00,3616590700.3371773,80889900.30181757 
 10/31  19:00:00,3349039580.8801765,78405407.0485144 
 10/31  20:00:00,3147158520.3894167,65882513.02441573 
 10/31  21:00:00,3022400518.9148793,51038910.85183167 
 10/31  22:00:00,2364395369.2964125,38367011.22223845 
 10/31  23:00:00,2312260790.249304,50695043.67014578 
 10/31  24:00:00,2633179992.123009,26211168.0 
 11/01  01:00:00,2683756229.757639,26211168.0 
 11/01  02:00:00,2629633877.5541315,26211168.0 
 11/01  03:00:00,2628550709.8033113,26211168.0 
 11/01  04:00:00,2627713421.265971,26211168.0 
 11/01  05:00:00,2979509316.565357,26211168.0 
 11/01  06:00:00,3628425246.9466023,50874324.51897639 
 11/01  07:00:00,3753670115.508463,79965061.20264307 
 11/01  08:00:00,5010554525.271805,118380330.47521105 
 11/01  09:00:00,5130658224.1634445,136232023.7487662 
 11/01  10:00:00,5247774274.835072,122447237.78791478 
 11/01  11:00:00,5389477335.405786,163792717.19651377 
 11/01  12:00:00,5102550550.719873,179442889.269115 
 11/01  13:00:00,5446689017.8912735,173828738.06391633 
 11/01  14:00:00,5428956028.143419,118227145.37579326 
 11/01  15:00:00,5476908435.117967,116784710.1592679 
 11/01  16:00:00,5776437672.2814455,143094492.62916896 
 11/01  17:00:00,4649847314.82341,97510054.8124012 
 11/01  18:00:00,4188701415.4274054,80886011.05852279 
 11/01  19:00:00,4042617101.062344,66702772.88071939 
 11/01  20:00:00,3874913045.271319,77610994.8194927 
 11/01  21:00:00,3753900741.8667574,51060039.90220001 
 11/01  22:00:00,3002960377.1798997,38424388.75901202 
 11/01  23:00:00,2859409278.0296698,38391125.223940834 
 11/01  24:00:00,2722093979.7041616,37892681.418374956 
 11/02  01:00:00,2717429526.8235846,26211168.0 
 11/02  02:00:00,2713292564.341688,26211168.0 
 11/02  03:00:00,2681302469.0659237,26211168.0 
 11/02  04:00:00,2688335648.428537,26211168.0 
 11/02  05:00:00,3010100213.4670525,26211168.0 
 11/02  06:00:00,3705402345.400406,50909544.61136663 
 11/02  07:00:00,3797994861.61153,79891685.13013603 
 11/02  08:00:00,5185156120.62672,118478272.59197454 
 11/02  09:00:00,5251415479.975226,134249692.7825153 
 11/02  10:00:00,5129359629.568794,124720680.01756948 
 11/02  11:00:00,5528959150.949357,164042524.86372033 
 11/02  12:00:00,5295643485.776847,179814535.23880824 
 11/02  13:00:00,5395018423.423196,174908351.24850988 
 11/02  14:00:00,5429540041.93437,117689983.14623792 
 11/02  15:00:00,5527250999.86918,116873569.17493579 
 11/02  16:00:00,5723474275.065255,143285354.3069386 
 11/02  17:00:00,4549953350.840275,97579537.19178253 
 11/02  18:00:00,4238589690.7700605,80943077.93214287 
 11/02  19:00:00,4071184062.3112965,78376165.10233054 
 11/02  20:00:00,3923046137.703703,65946817.40330082 
 11/02  21:00:00,3737510408.0082707,50939218.155194655 
 11/02  22:00:00,3001739731.4657474,38373791.191144794 
 11/02  23:00:00,2861816040.6000123,50665820.35837437 
 11/02  24:00:00,2727888231.518737,26211168.0 
 11/03  01:00:00,2701528343.5253167,26211168.0 
 11/03  02:00:00,2692289047.4319196,26211168.0 
 11/03  03:00:00,2699294744.1833286,26211168.0 
 11/03  04:00:00,2686800858.1838913,26211168.0 
 11/03  05:00:00,3038506908.298724,26211168.0 
 11/03  06:00:00,3668366583.1143622,50839503.67778511 
 11/03  07:00:00,3798930967.8708067,80005869.28727746 
 11/03  08:00:00,5192322479.0184,118534407.66898443 
 11/03  09:00:00,5250809823.271677,137067250.9775777 
 11/03  10:00:00,5258363153.478785,125649159.83142044 
 11/03  11:00:00,5489964821.991218,160532019.89056292 
 11/03  12:00:00,5257812724.156032,180049116.95379913 
 11/03  13:00:00,5509592913.876264,175318533.25586364 
 11/03  14:00:00,5534816254.193644,117825194.45140044 
 11/03  15:00:00,5546084601.129174,117033559.60918412 
 11/03  16:00:00,5768686889.201946,143498069.47283223 
 11/03  17:00:00,4536724255.791086,97667154.86012661 
 11/03  18:00:00,4169072358.9014726,94603526.70386484 
 11/03  19:00:00,4042543694.2384567,65329647.11567505 
 11/03  20:00:00,3882316589.1480455,68283132.99456938 
 11/03  21:00:00,3757492278.860896,48675774.78411953 
 11/03  22:00:00,3006692661.806954,50581160.26757551 
 11/03  23:00:00,2869123260.9129353,38343287.87250457 
 11/03  24:00:00,2629729072.7924166,26211168.0 
 11/04  01:00:00,2614823847.736996,26211168.0 
 11/04  02:00:00,2596404296.417426,26211168.0 
 11/04  03:00:00,2592392584.402647,26211168.0 
 11/04  04:00:00,2538128829.08345,37893187.35409543 
 11/04  05:00:00,2881969131.1888247,26211168.0 
 11/04  06:00:00,3647828441.30605,38571660.84686293 
 11/04  07:00:00,3540008613.707495,64131174.58321696 
 11/04  08:00:00,3803220770.344712,65369233.078193545 
 11/04  09:00:00,3870768055.731805,80888763.28848225 
 11/04  10:00:00,3847375157.546709,80062467.27052799 
 11/04  11:00:00,3980202258.444027,95601298.94045457 
 11/04  12:00:00,3576976939.4311366,80486770.02127767 
 11/04  13:00:00,3666661515.8847303,79974038.56654137 
 11/04  14:00:00,3774217529.510533,65476913.72658027 
 11/04  15:00:00,3815613476.3133216,64907767.80786714 
 11/04  16:00:00,3862126857.021859,65139416.97593847 
 11/04  17:00:00,3492594149.5132275,50990033.23400931 
 11/04  18:00:00,3394147864.0257835,50852459.90204479 
 11/04  19:00:00,3176892675.2602944,38519792.727253124 
 11/04  20:00:00,3133440069.2909884,50844691.6914579 
 11/04  21:00:00,2993537663.009613,51224743.68510846 
 11/04  22:00:00,2764210727.7250085,38393541.6723013 
 11/04  23:00:00,2667531905.843276,38453733.558606684 
 11/04  24:00:00,2614178725.664427,37892180.488644324 
 11/05  01:00:00,2629390487.0480304,26211168.0 
 11/05  02:00:00,2598037667.6820474,26211168.0 
 11/05  03:00:00,2587146476.6915026,26211168.0 
 11/05  04:00:00,2584557275.8867817,26211168.0 
 11/05  05:00:00,2655879322.4775114,26211168.0 
 11/05  06:00:00,2953125444.63987,50883433.66052689 
 11/05  07:00:00,3012211835.3282204,38240351.17554945 
 11/05  08:00:00,2995314749.2862873,38355838.180380784 
 11/05  09:00:00,3058385702.238073,38360755.46137869 
 11/05  10:00:00,2997190146.803184,38326183.663030714 
 11/05  11:00:00,3058931163.479378,47948642.23356435 
 11/05  12:00:00,3136734136.3560476,41481595.67273313 
 11/05  13:00:00,3145077303.2139096,51461403.4200438 
 11/05  14:00:00,3232234649.6493406,38567244.82350659 
 11/05  15:00:00,3195903049.8123827,44555105.35249864 
 11/05  16:00:00,3447503548.993931,44462377.990005314 
 11/05  17:00:00,3518926811.3063893,38379125.81386453 
 11/05  18:00:00,3411106574.7488146,38367953.549770445 
 11/05  19:00:00,3216497685.583638,38348021.49284967 
 11/05  20:00:00,3224849902.9288855,38315439.094748326 
 11/05  21:00:00,3102022444.525285,38623283.10682989 
 11/05  22:00:00,3097275581.567511,38378391.96202335 
 11/05  23:00:00,3041211143.0331845,38236064.61161323 
 11/05  24:00:00,2900761564.660369,26211168.0 
 11/06  01:00:00,2758470995.382204,37892141.61933859 
 11/06  02:00:00,2729638132.8079624,26211168.0 
 11/06  03:00:00,2756858928.6828732,26211168.0 
 11/06  04:00:00,2732917594.5859566,26211168.0 
 11/06  05:00:00,2739569600.0894713,26211168.0 
 11/06  06:00:00,3036538677.6008596,26211168.0 
 11/06  07:00:00,3547369505.1351953,50908856.264384866 
 11/06  08:00:00,3702050495.3140883,80018552.43105191 
 11/06  09:00:00,5134674729.968094,118854465.81706813 
 11/06  10:00:00,5244558805.622894,137473415.65062657 
 11/06  11:00:00,5212710455.048275,135013378.64015263 
 11/06  12:00:00,5323983089.369319,151694237.47683734 
 11/06  13:00:00,5039442728.896944,180949447.5286404 
 11/06  14:00:00,5410755740.316775,176289075.12121934 
 11/06  15:00:00,5460204909.353724,118774310.15975693 
 11/06  16:00:00,5517808193.709664,120568291.6364059 
 11/06  17:00:00,5697192614.5242,155940384.16066736 
 11/06  18:00:00,4647475993.627122,98719986.60614067 
 11/06  19:00:00,4114928701.5748186,80962668.16085184 
 11/06  20:00:00,3849341800.175777,65539151.99070239 
 11/06  21:00:00,3697469319.666898,79220664.31553468 
 11/06  22:00:00,3583533052.069213,51175323.36815482 
 11/06  23:00:00,2973072518.1413035,38264167.19907744 
 11/06  24:00:00,2880404473.6261687,38466171.09789257 
 11/07  01:00:00,2697146303.089921,37893125.42183162 
 11/07  02:00:00,2694609100.502542,26211168.0 
 11/07  03:00:00,2689814524.624712,26211168.0 
 11/07  04:00:00,2669175892.9952736,26211168.0 
 11/07  05:00:00,2684478140.7559595,26211168.0 
 11/07  06:00:00,2980904015.59942,26211168.0 
 11/07  07:00:00,3542879285.3309546,50884791.67507546 
 11/07  08:00:00,3662857850.3544245,80187529.8046195 
 11/07  09:00:00,5189586704.686264,119018434.00861627 
 11/07  10:00:00,5279577326.611076,137637255.8167976 
 11/07  11:00:00,5225906689.095418,132812002.50950907 
 11/07  12:00:00,5337970116.530318,154418137.2084683 
 11/07  13:00:00,5053996830.307744,181318058.71715575 
 11/07  14:00:00,5445371035.245377,176616001.7863522 
 11/07  15:00:00,5461680180.91486,118885098.38036007 
 11/07  16:00:00,5594812724.240325,121938345.49591121 
 11/07  17:00:00,5861578174.916772,155971375.26820177 
 11/07  18:00:00,4612996809.990755,97745826.81459798 
 11/07  19:00:00,4204859308.2149096,81024111.31885968 
 11/07  20:00:00,4018515382.681041,65493139.04329026 
 11/07  21:00:00,3786465078.1268992,79224778.77138856 
 11/07  22:00:00,3566679205.3468323,51068019.48603878 
 11/07  23:00:00,2944024194.498373,38310982.2804657 
 11/07  24:00:00,2861574726.78047,38475069.645085484 
 11/08  01:00:00,2649642764.975816,37893453.79118784 
 11/08  02:00:00,2679292718.81159,26211168.0 
 11/08  03:00:00,2622246984.0659666,26211168.0 
 11/08  04:00:00,2614904120.382724,26211168.0 
 11/08  05:00:00,2613345375.8513775,26211168.0 
 11/08  06:00:00,2888569628.910607,26211168.0 
 11/08  07:00:00,3451077891.4875135,50911821.9922657 
 11/08  08:00:00,3618296494.6204467,80229867.601066 
 11/08  09:00:00,4995488155.029267,119050481.97618182 
 11/08  10:00:00,5078552941.370409,137742892.7232123 
 11/08  11:00:00,4997601267.697845,138902757.4612505 
 11/08  12:00:00,5070455631.171703,148294236.58388442 
 11/08  13:00:00,5045731164.283033,182853446.94843107 
 11/08  14:00:00,5265135289.670125,176359568.42572019 
 11/08  15:00:00,5205573984.634305,133477544.63607697 
 11/08  16:00:00,5226501737.539461,117809426.47591473 
 11/08  17:00:00,5247304872.06735,144397812.11084008 
 11/08  18:00:00,4454464686.014545,97934444.8424591 
 11/08  19:00:00,3967853676.7689853,86324477.56830479 
